candidate_id,title,field,reviewer_a,reviewer_b,adjudicated_value,adjudication_anchor,adjudication_notes
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",publication_status,bioRxiv preprint version 2; 2026-04-09,"Preprint (bioRxiv, version 2 dated 2026-04-09)",bioRxiv preprint version 2; 2026-04-09,"Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for publication_status: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",domain,Single-cell transcriptomics; gene-regulatory-network and developmental trajectory modeling,"Single-cell transcriptomics, gene-regulatory networks, and cell-state dynamics",Single-cell transcriptomics; gene-regulatory-network and developmental trajectory modeling,"Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for domain: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",dataset_or_cohort,"Accessible abstract plus official repository experimental datasets: Schiebinger mouse reprogramming, Semrau mouse embryonic stem cells, Kameneva human sympathoadrenal development, and in-silico network benchmarks","Synthetic network benchmarks plus documented experimental time-series datasets including Semrau mouse ESC, Kameneva, and Schiebinger reprogramming data","Accessible abstract plus official repository experimental datasets: Schiebinger mouse reprogramming, Semrau mouse embryonic stem cells, Kameneva human sympathoadrenal development, and in-silico network benchmarks","Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for dataset_or_cohort: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",sample_scale,NI: exact cell counts and all paper-level sample totals could not be verified because bioRxiv full text returned HTTP 429,"Repository documents synthetic FN4/FN8/CN5/BN8 systems and experimental series with 5 days, 4 stages/97 genes, and 18 time points/108 genes respectively; exact cell counts NI because full paper was inaccessible","Official repository materials document synthetic FN4/FN8/CN5/BN8 systems and experimental series spanning 5 days, 4 stages/97 genes, and 18 time points/108 genes; exact cell counts and complete paper-level totals are NI because the bioRxiv full text was inaccessible.","Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for sample_scale: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",institution_count,NA: public experimental and simulated datasets rather than a clinical institutional cohort,Multiple public datasets/studies; exact institution count NA for this computational secondary analysis,NA: public experimental and simulated datasets rather than a clinical institutional cohort,"Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for institution_count: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",split_strategy,"NI: full paper split protocol unavailable; official repository contains Schiebinger data_train.h5ad and data_test.h5ad, full datasets for other examples, and repeated benchmark result files",Repository provides explicit train/test handling for Schiebinger and repeated synthetic experiments; full paper's complete split protocol NI,"NI: full paper split protocol unavailable; official repository contains Schiebinger data_train.h5ad and data_test.h5ad, full datasets for other examples, and repeated benchmark result files","Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for split_strategy: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",observation_process,Time-labeled scRNA-seq snapshots with gene counts; exact labels and literature RNA/protein kinetic-rate priors,Irregular population snapshots of scRNA-seq at labeled time points; proteins are latent and not directly observed,Time-labeled scRNA-seq snapshots with gene counts; exact labels and literature RNA/protein kinetic-rate priors,"Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for observation_process: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",missingness,NI: manuscript treatment of missing genes/cells/dropout could not be inspected; repository documents required AnnData inputs and zero-inflated/negative-binomial mixture components,Snapshot sampling and dropout/time-point-noise experiments are represented in repository analyses; full missingness assumptions and exact rates NI,NI: manuscript treatment of missing genes/cells/dropout could not be inspected; repository documents required AnnData inputs and zero-inflated/negative-binomial mixture components,"Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for missingness: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",censoring_or_competing_events,NA: no clinical censoring or competing-event outcome,NA: cell-snapshot trajectory reconstruction; no clinical censoring or competing-risk endpoint identified,NA: no clinical censoring or competing-event outcome,"Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for censoring_or_competing_events: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",state,"Observed RNA counts plus latent proteins, kinetic parameters, cell-time distributions and inferred GRN state",Mechanistic latent mRNA/protein state with inferred gene-regulatory interactions and kinetic parameters,"Observed RNA counts plus latent proteins, kinetic parameters, cell-time distributions and inferred GRN state","Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for state: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",observation_decoder,"Reconstructed RNA/protein trajectories, GRN edges/velocity fields, and generated single-cell datasets under wild type or perturbation","Generates reconstructed mRNA/protein trajectories, velocity fields, and synthetic single-cell expression snapshots","Reconstructed RNA/protein trajectories, GRN edges/velocity fields, and generated single-cell datasets under wild type or perturbation","Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for observation_decoder: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",action,"Exogenous stimulus schedules and virtual gene knockout, partial knockout and overexpression","Gene knock-out, overexpression, and time-varying stimulus/regulatory modifications","Exogenous stimulus schedules and virtual gene knockout, partial knockout and overexpression","Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for action: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",action_provenance,Simulated modifications of calibrated regulatory interactions; not administered interventions in a prospective experiment,In silico modifications of calibrated regulatory interactions; unseen perturbations according to abstract and official repository,Simulated modifications of calibrated regulatory interactions; not administered interventions in a prospective experiment,"Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for action_provenance: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",transition_mechanism,Mechanistic transcriptional-bursting and translation/degradation model calibrated by optimal transport across time snapshots,"Mechanistic transcriptional bursting, translation, and degradation dynamics calibrated jointly with optimal-transport coupling across exact time labels",Mechanistic transcriptional-bursting and translation/degradation model calibrated by optimal transport across time snapshots,"Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for transition_mechanism: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",maximum_horizon,Up to day 18 in the Schiebinger real-data example; NI: manuscript-wide maximum horizon could not be verified,Repository supports forward generative simulations across dataset time grids; exact maximum rollout length and paper-defined horizon NI,Up to day 18 in the Schiebinger real-data example; NI: manuscript-wide maximum horizon could not be verified,"Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for maximum_horizon: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",rollout_regime,Free-running mechanistic simulation from a calibrated GRN; official artifacts compare simulated and observed temporal distributions,Free-running stochastic mechanistic generation after calibration; optimal-transport coupling is used during fitting,Free-running mechanistic simulation from a calibrated GRN; official artifacts compare simulated and observed temporal distributions,"Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for rollout_regime: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",capability_claim,Action-conditioned simulation: predict cellular trajectories under unseen regulatory perturbations,Counterfactual: the preprint claims prediction of cellular responses to unseen perturbations by modifying inferred regulatory interactions,Action-conditioned simulation: predict cellular trajectories under unseen regulatory perturbations,"Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for capability_claim: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",baselines,"Official result scripts compare CardamomOT with CARDAMOM1, GENIE3, Pearson, PIDC, SINCERITIES and reference-fitting variants",Repository analysis scripts compare GRN/trajectory methods and prior CARDAMOM; full paper baseline list and all settings NI,"Official result scripts compare CardamomOT with CARDAMOM1, GENIE3, Pearson, PIDC, SINCERITIES and reference-fitting variants","Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for baselines: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",state_fidelity_metrics,"Abstract reports GRN and trajectory reconstruction; repository contains score arrays, marginal comparisons, UMAPs and simulated-versus-data checks","GRN AUPR, protein/trajectory reconstruction, and velocity-field cosine analyses are present in repository figure scripts","Abstract reports GRN and trajectory reconstruction; repository contains score arrays, marginal comparisons, UMAPs and simulated-versus-data checks","Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for state_fidelity_metrics: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",transition_metrics,Trajectory score/loss arrays and velocity/trajectory reconstruction artifacts; NI: exact metric definitions and numerical paper results were not verifiable from full text,Trajectory and velocity-field reconstruction across time points; exact numeric paper results NI,Trajectory score/loss arrays and velocity/trajectory reconstruction artifacts; NI: exact metric definitions and numerical paper results were not verifiable from full text,"Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for transition_metrics: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",rollout_stability,Generated temporal marginal and UMAP checks are available; NI: formal stability/constraint analysis in the paper could not be verified,Dropout and time-point-noise robustness analyses are present; long-horizon divergence/constraint summaries NI,Generated temporal marginal and UMAP checks are available; NI: formal stability/constraint analysis in the paper could not be verified,"Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for rollout_stability: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",action_sensitivity,"Repository includes stimulus disabling/strength settings, KO, 50-percent KO and overexpression artifacts with wild-type simulations","Knock-out, overexpression, and stimulus-schedule modifications with wild-type/reference comparisons are implemented","Repository includes stimulus disabling/strength settings, KO, 50-percent KO and overexpression artifacts with wild-type simulations","Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for action_sensitivity: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",calibration_and_uncertainty,NI: no formal calibration or interval-coverage result could be verified in accessible abstract or official artifacts,Stochastic samples/repeated runs support variability assessment; no formal calibration or interval-coverage analysis was identified in accessible artifacts,NI: no formal calibration or interval-coverage result could be verified in accessible abstract or official artifacts,"Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for calibration_and_uncertainty: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",external_validation,"Multiple published experimental datasets are demonstrated, but models are fitted per dataset; no frozen external cohort was verified","Uses several experimental datasets and synthetic networks, with documented Schiebinger holdout; whether evaluation is fully frozen across every dataset is unclear","Multiple published experimental datasets are demonstrated, but models are fitted per dataset; no frozen external cohort was verified","Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for external_validation: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",decision_utility,No clinical or operational decision-utility evaluation; biological hypothesis generation is proposed,Mechanistic interpretation and perturbation hypothesis generation; no clinician/workflow or treatment decision evaluation,No clinical or operational decision-utility evaluation; biological hypothesis generation is proposed,"Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for decision_utility: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",safety_evaluation,NA: no clinical/physical deployment safety claim or hazard test,"No explicit clinical/physical hazard, severity, override, recovery, or deployment safety test identified",NA: no clinical/physical deployment safety claim or hazard test,"Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for safety_evaluation: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",statistical_analysis,NI: exact statistical tests could not be inspected; official results include five- and ten-run benchmark artifacts,"Repeated synthetic runs and GRN/trajectory metrics are implemented; exact confidence intervals, hypothesis tests, and correction procedures NI",NI: exact statistical tests could not be inspected; official results include five- and ten-run benchmark artifacts,"Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for statistical_analysis: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",causal_language,Abstract motivates causal regulator-target relationships and unseen perturbation response; no identified treatment-effect claim was verifiable,Abstract states that the calibrated generative model predicts responses to unseen perturbations; this is a model-based counterfactual claim,"The abstract claims prediction of responses to unseen perturbations by modifying inferred regulatory interactions; this is a model-based counterfactual claim, not an identified treatment effect.","Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for causal_language: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",estimand,"NA for reviewer coding: simulated response under specified GRN edits, not an identified population treatment-effect estimand",No explicit population intervention-effect or policy-value estimand identified in accessible abstract/repository,No explicit population or individual causal estimand could be verified; outputs are simulated responses under specified GRN edits.,"Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for estimand: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",confounding_strategy,NI: manuscript assumptions for causal identification/confounding could not be inspected,Synthetic ground truth and mechanistic assumptions; no observational causal-confounding adjustment identified,NI: manuscript assumptions for causal identification/confounding could not be inspected,"Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for confounding_strategy: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",positivity_and_overlap,NI: perturbation support/overlap discussion could not be inspected,Support/overlap for biological perturbations is not evaluated in accessible artifacts,NI: perturbation support/overlap discussion could not be inspected,"Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for positivity_and_overlap: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",counterfactual_validation,In-silico ground truth and generated KO/overexpression artifacts provide model-domain checks; experimental perturbation ground truth was not verified,Synthetic ground truth and cross-dataset biological plausibility provide indirect checks; no randomized perturbation validation confirmed,In-silico ground truth and generated KO/overexpression artifacts provide model-domain checks; experimental perturbation ground truth was not verified,"Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for counterfactual_validation: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",code_access,"Public official repository: https://github.com/eliasventre/CardamomOT; installation, pipeline and article-result scripts are inspectable",Public MIT-licensed official repository: https://github.com/ulysseherbach/CardamomOT,"Public official repository: https://github.com/eliasventre/CardamomOT; installation, pipeline, tests, and article-result scripts are inspectable, but no repository license metadata was detected.","Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for code_access: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",weights_access,Public calibrated arrays and weights.npy files are included in official experimental and article-result directories,NA/unclear: fitting is parameter calibration rather than a packaged neural checkpoint; reusable fitted dataset-specific parameters were not confirmed,Public calibrated arrays and weights.npy files are included in official experimental and article-result directories,"Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for weights_access: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",data_access,"Public processed AnnData examples, train/test files, simulated benchmarks and result artifacts are included",Repository includes example/configuration data paths and public-dataset instructions; complete processed data availability varies by dataset,"Public processed AnnData examples, train/test files, simulated benchmarks and result artifacts are included","Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for data_access: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
MWM-XD3411F7D18,"CardamomOT: a mechanistic optimal transport-based framework for gene regulatory network inference, trajectory reconstruction and generative modeling",preprocessing_reproducibility,"Repository documents installation, full pipeline, kinetic-rate provenance, stimulus schedules and reproduction scripts; paper-only details remain NI","CLI, tests, configurations, dataset modules, and figure-analysis scripts are public; exact environment-to-paper reproduction could not be fully audited without the paper","Repository documents installation, full pipeline, kinetic-rate provenance, stimulus schedules and reproduction scripts; paper-only details remain NI","Accessible primary evidence: bioRxiv v2 abstract/version metadata for DOI 10.64898/2026.03.31.715390 and the official eliasventre/CardamomOT README, configs, dataset modules, tests, experimental_datasets, and article-result scripts. Direct v2 PDF/HTML requests returned HTTP 429 on 2026-09-12.","Primary-source adjudication for preprocessing_reproducibility: full text remained inaccessible (HTTP 429), so this value is bounded to the abstract/version record and official repository; paper-only detail is NI."
