audit_id,route,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,original_exclusion_reason,reviewer_c_decision,reviewer_c_corpus_type,reviewer_c_reason_code,reviewer_c_rationale,reviewer_d_decision,reviewer_d_corpus_type,reviewer_d_reason_code,reviewer_d_rationale,final_decision,final_corpus_type,final_reason_code,resolution_route,adjudication_rationale,qc_decision,qc_corpus_type,qc_reason_code,qc_rationale,full_text_anchor,confidence,lead_final_decision,lead_final_corpus_type,lead_final_reason_code,lead_rationale,lead_full_text_anchor,lead_confidence
ALT-d3993e000d34,fresh_alternate_public_search,Integrated Longitudinal Population Dose-Hemoglobin Response of Daprodustat Following Dose Titration in Patients With Anemia in Chronic Kidney Disease.,"Daprodustat, a novel oral hypoxia-inducible factor prolyl hydroxylase inhibitor is approved in the United States for the treatment of anemia due to chronic kidney disease (CKD) in adults receiving dialysis for at least 4 months. Pharmacodynamic dose-hemoglobin (Dose-Hgb) models were developed as daprodustat progressed through development. To support global phase III development, a dose-titration algorithm, guided by simulations from the initial Dose-Hgb model based on phase II clinical data, was implemented. This work was to update and re-calibrate this model to support the dose titration algorithm. Data from five pivotal phase III studies in CKD patients with anemia treated with daprodustat once daily (q.d.) and/or three times a week (t.i.w.) using a titration dosing schedule were included. The data comprised 2,770 CKD patients with anemia providing 53,535 Hgb observations over a period of 6 months up to 4 years. This final Dose-Hgb model consisted of a precursor cell compartment and 12 transit compartments to describe the red blood cell (RBC) lifespan. Treatment increased the precursor cell production rate (K in ) by a power of allometrically scaled dose. Disease progression, as an exponential decline of Hgb production rate over time, varied with dialysis status. The dose-titration algorithm resulted in comparable response for t.i.w. dosing relative to q.d. dosing. Titration-based visual predictive checks for Hgb target criteria for the analysis dataset and the prediction dataset showed that the model adequately predicted the observed data. This re-calibrated Dose-Hgb model will provide further support for the individualized dosing strategy in CKD patients with anemia treated with daprodustat.","Mahar KM, van Noort M, van den Berg P, Yang S, Visser SAG, Post TM.",2025,2025-01-28,,10.1002/cpt.3544,,https://europepmc.org/article/MED/39876087,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,A data-calibrated dose-conditioned transit model predicts hemoglobin responses and validates titration simulations.,exclude,not_applicable,no_learned_dynamics,The integrated longitudinal population dose hemoglobin response daprodustat following dose titration study uses prescribed mechanistic or statistical dynamics rather than a learned transition mechanism.,exclude,not_applicable,outside_world_model_conceptual_boundary,post_qc_lead_source_sufficiency,This is conventional population dose-response and disease-progression pharmacometrics for daprodustat titration; observed-versus-simulated hemoglobin trajectories do not establish twin or patient-simulator identity.,include,empirical,fitted_action_response_dynamics,"A population dose-response transition with precursor and red-cell transit compartments is fitted to 53,535 longitudinal observations and evaluated by titration-based predictive checks.","Full text, Model development and Evaluation: five Phase III studies, dose-driven production-rate dynamics, dialysis-dependent progression, and observed-versus-simulated hemoglobin trajectories.",high,exclude,not_applicable,outside_world_model_conceptual_boundary,This is conventional population dose-response and disease-progression pharmacometrics for daprodustat titration; observed-versus-simulated hemoglobin trajectories do not establish twin or patient-simulator identity.,"Version-of-record Model development and Evaluation: five Phase III studies, dose-driven red-cell production dynamics, dialysis-dependent progression, titration algorithms, and visual predictive checks.",high
ALT-8e4690fb56cd,fresh_alternate_public_search,Interpretable learning of temporal cellular dynamics from single-cell data.,"Reconstructing temporal cellular dynamics from static single-cell transcriptomics remains a major challenge. Methods based on RNA velocity are useful, but interpreting their results to learn new biology remains difficult, and their predictive power is limited. Here, we propose NeuroVelo, a method that couples learning of an optimal linear projection with non-linear neural ordinary differential equations. Using dynamical systems theory in the optimized latent space, NeuroVelo can at the same time determine cellular transitions and identify gene interactions that drive the observed temporal dynamics of gene expression. We benchmark NeuroVelo against several state-of-the-art methods using single-cell datasets, demonstrating that NeuroVelo simultaneously reconstructs correct cell-type transitions and identifies gene-regulatory networks that drive cell fate directly from the data.","Kouadri Boudjelthia I, Milite S, El Kazwini N, Huang Y, Sottoriva A, Sanguinetti G.",2026,2026-03-01,Cell Reports Methods,10.1016/j.crmeth.2026.101342,,https://europepmc.org/article/MED/41875867,journal-article,crossref;europe_pmc,"""virtual cell"" temporal dynamics;europe_pmc_core",indexed,,include,empirical,include_empirical,Neural ODE dynamics learned from single-cell data are benchmarked on reconstructing cellular transitions.,exclude,not_applicable,no_learned_dynamics,The interpretable learning temporal cellular dynamics single cell data study uses prescribed mechanistic or statistical dynamics rather than a learned transition mechanism.,exclude,not_applicable,outside_world_model_conceptual_boundary,post_qc_lead_source_sufficiency,NeuroVelo reconstructs cellular transitions and gene-regulatory interactions from single-cell data; it is not framed as a virtual cell or reusable dynamic simulator and is not used for planning or closed-loop control.,include,empirical,learned_biological_dynamics,NeuroVelo learns a nonlinear neural-ODE transition in an optimized latent space and directly evaluates cell-type transitions and gene-regulatory dynamics across benchmark single-cell datasets.,"Full text, Method and Benchmark Results: optimal projection plus neural ODE, transition reconstruction, regulatory-network recovery, and comparisons with RNA-velocity methods.",high,exclude,not_applicable,outside_world_model_conceptual_boundary,NeuroVelo reconstructs cellular transitions and gene-regulatory interactions from single-cell data; it is not framed as a virtual cell or reusable dynamic simulator and is not used for planning or closed-loop control.,"Version-of-record Method and Benchmark Results: optimized projection plus neural ODE, transition reconstruction, regulatory-network recovery, and comparisons with RNA-velocity methods.",high
ALT-6b7467bd30eb,fresh_alternate_public_search,Is San Diego California on Track to Reach HCV Elimination? A Modeling Analysis of Combination Prevention Strategies.,"In 2020, the Eliminate Hepatitis C Initiative in the county of San Diego (COSD) was launched, a private-public joint endeavor between the COSD and the American Liver Foundation. We use epidemic modeling to assess whether the COSD is on track to reach its elimination targets (80% reduction in incidence, 65% reduction in hepatitis C virus (HCV)-related mortality by 2030 compared to 2015) and what intervention scale-up may be required. We adapted a previously developed dynamic, deterministic model of HCV transmission and disease progression among adults in the COSD, stratified by risk, age, gender, and human immunodeficiency virus (HIV) status. The model is calibrated to detailed historical epidemiological data on HCV burden, treatment, and mortality in the COSD. We project HCV infections and mortality under status quo HCV treatment (65%/year among people coinfected with HCV and HIV, 0-5%/year among others) and determine what treatment scale-up among those without HIV is required to achieve HCV elimination, with or without concomitant reductions in injection transmission risk from 2024 onward. We project an increase in new HCV infections in the COSD to 2213 [95% C.I.: 1069-3763] in 2030, a mean 91% relative increase between 2015 and 2030. HCV-related deaths are expected to decrease to 246 [95% C.I.: 180-295] in 2030, a mean relative decrease of 14% compared to 2015. The incidence elimination target could be achieved through increasing HCV treatment among those without HIV to a mean of 60%/year, similar to the level achieved among people coinfected with HCV and HIV. Combination interventions reduce the treatment needed; if injecting risk is reduced by 25%, then treating 48%/year could achieve elimination. The COSD is likely not on track to reach the incidence or mortality targets, but achieving the incidence target is possible if treatment rates overall are scaled-up to rates that have been achieved among people coinfected with HCV and HIV. Elimination is achievable but requires committed funding and expansion of comprehensive testing, linkage, and treatment programs alongside harm reduction initiatives.","Cheema JS, Suckow S, Ramers C, Loose P, Tomada A, Tweeten S, Stamos-Buesig T, Abramovitz D, Eger WH, Strathdee SA, Martin NK.",2024,2024-11-22,,10.3390/v16121819,,https://europepmc.org/article/MED/39772129,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,A data-calibrated dynamic HCV model projects disease states under treatment and transmission-risk counterfactuals.,exclude,not_applicable,no_future_or_action_evaluation,"The is san diego california track reach hcv elimination combination prevention study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",exclude,not_applicable,source_policy_excluded,post_adjudication_inclusion_qc,"The article is published in an MDPI journal, which is excluded by the active literature source policy; its transition is also a pre-specified deterministic epidemic model calibrated to aggregate data.",exclude,not_applicable,source_policy_excluded,"The article is published in an MDPI journal, which is excluded by the active literature source policy; its transition is also a pre-specified deterministic epidemic model calibrated to aggregate data.",PMC full text and DOI identify Viruses as the venue; Methods adapt and calibrate a deterministic HCV transmission and progression model.,high,,,,,,
ALT-1989194480f7,fresh_alternate_public_search,Latent process model of the 6-minute walk test in Duchenne muscular dystrophy : A Bayesian approach to quantifying rare disease progression.,"Duchenne muscular dystrophy (DMD) is a rare X-linked genetic pediatric disease characterized by a lack of functional dystrophin production in the body, resulting in muscle deterioration. Lower body muscle weakness progresses to non-ambulation typically by early teenage years, followed by upper body muscle deterioration and ultimately death by the late twenties. The objective of this study was to enhance the quantitative understanding of DMD disease progression through nonlinear mixed effects modeling of the population mean and variability of the 6-min walk test (6MWT) clinical endpoint. An indirect response model with a latent process was fit to digitized literature data using full Bayesian estimation. The modeling data set consisted of 22 healthy controls and 218 DMD patients from one interventional and four observational trials. The model reasonably described the central tendency and population variability of the 6MWT in healthy subjects and DMD patients. An exploratory categorical covariate analysis indicated that there was no apparent effect of corticosteroid administration on DMD disease progression. The population predicted 6MWT began to rise at 1.32 years of age, plateauing at 654 meters (m) at 17.2 years of age for the healthy population. The DMD trajectory reached a maximum of 411 m at 8.90 years before declining and falling below 1 m at age 18.0. The model has potential to be used as a Bayesian estimation and posterior simulation tool to make informed model-based drug development decisions that incorporate prior knowledge with new data.",Janelle L Lennie; John T Mondick; Marc R Gastonguay,2020,2020,Journal of pharmacokinetics and pharmacodynamics,10.1007/s10928-020-09671-7,,https://pubmed.ncbi.nlm.nih.gov/31960231/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,A data-fitted latent disease dynamics model generates posterior simulations of longitudinal walking trajectories.,exclude,not_applicable,no_future_or_action_evaluation,"The latent process 6 minute walk test duchenne muscular dystrophy bayesian study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",exclude,not_applicable,outside_world_model_conceptual_boundary,post_qc_lead_source_sufficiency,"The Bayesian latent-process model is conventional Duchenne disease-progression analysis; potential posterior simulation for drug-development decisions does not amount to explicit trial-simulator, patient-simulator, or world-model identity.",include,empirical,fitted_multistep_dynamics,"A Bayesian nonlinear mixed-effects latent process is fitted to longitudinal 6-minute-walk data, evaluates population variability, and supports posterior simulation of complete disease trajectories.","Primary article, Model and Results: 218 Duchenne patients plus controls, full Bayesian estimation, age-dependent rise and decline, and posterior simulation use.",medium,exclude,not_applicable,outside_world_model_conceptual_boundary,"The Bayesian latent-process model is conventional Duchenne disease-progression analysis; potential posterior simulation for drug-development decisions does not amount to explicit trial-simulator, patient-simulator, or world-model identity.","Version-of-record Model and Results: 218 Duchenne patients plus controls, full Bayesian estimation, age-dependent rise and decline of 6MWT, and posterior simulation.",high
ALT-d03766bf85b3,fresh_alternate_public_search,Learning Covariate Relations in Disease Progression Models Using Symbolic Neural Networks.,"Covariate modeling provides individual predictions of outcomes by disease progression models. Current methodology for mapping covariates onto model parameters is limited by predefined parametric functions which can result in inadequate covariate selection and biased predictions by the final model. Furthermore, present methodology scales poorly to high-dimensional data due to combinatorial limitations. In the present study, a novel method for automation of covariate model identification in disease progression models is described. Symbolic neural networks are used to simultaneously identify the parametric covariate functions and optimize model parameters of a Markov chain. By stepwise pruning of initially fully connected dense symbolic networks, humanly readable functions representing the covariate relations are produced. The presented methodology is applied to a dataset containing disease progression observations for type 2 diabetes patients. Although utilizing fewer covariates, the resulting model demonstrates predictive performance similar to that of a model which was developed on the same data using state-of-the-art modeling methodology.","Sundell J, Wahlquist Y, Kjellsson MC, Karlsson MO, Soltesz K.",2026,2026-03-01,,10.1002/psp4.70214,,https://europepmc.org/article/MED/41806166,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,Symbolic neural networks learn covariate-conditioned Markov transitions and are evaluated on predictive performance.,exclude,not_applicable,no_future_or_action_evaluation,"The learning covariate relations disease progression symbolic neural networks study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",exclude,not_applicable,outside_world_model_conceptual_boundary,post_qc_lead_source_sufficiency,The symbolic neural network learns covariate functions and Markov parameters for ordinary diabetes disease-progression prediction; it has no qualifying simulator or twin identity and no planning or control use.,include,empirical,learned_multistate_dynamics,"Symbolic neural networks jointly learn patient-covariate effects and Markov transition parameters from type 2 diabetes progression observations, with predictive performance compared against a manually developed model.","Full text, Method and Application: joint symbolic-function and transition fitting, pruning to readable covariate relations, and diabetes prediction comparison.",high,exclude,not_applicable,outside_world_model_conceptual_boundary,The symbolic neural network learns covariate functions and Markov parameters for ordinary diabetes disease-progression prediction; it has no qualifying simulator or twin identity and no planning or control use.,"Version-of-record Method and Application: joint symbolic-function and transition fitting, pruning to readable covariate relations, and predictive comparison with a manually developed model.",high
ALT-792483034b08,fresh_alternate_public_search,LNODE: Uncovering the Latent Dynamics of A β in Alzheimer's Disease.,"Aβ Positron Emission Tomography (PET) is often used to manage Alzheimer's disease (AD). To better understand Aβ progression, we introduce and evaluate a mathematical model that couples Aβ at parcellated gray matter regions. We term this model LNODE for "" latent network ordinary differential equations "". At each region, we track normal Aβ , abnormal Aβ , and m latent states that intend to capture unobservable mechanisms coupled to Aβ progression. LNODE is parameterized by subject-specific parameters and cohort parameters. We jointly invert for these parameters by fitting the model to Aβ -PET data from 585 subjects from the ADNI dataset. Although underparameterized, our model achieves population R2≥98% compared to R2≤60% when fitting without latent states. Furthermore, these preliminary results suggest the existence of different subtypes of Aβ progression.","Wen Z, Biros G.",2026,2025-09-18,Lecture Notes in Computer Science,10.1007/978-3-032-05182-0_31,,https://europepmc.org/article/MED/41522259,book-chapter,crossref;europe_pmc,"""latent dynamics"" medical;europe_pmc_core",indexed,,include,empirical,include_empirical,A subject-adapted neural ODE models longitudinal amyloid state evolution and is evaluated against PET trajectories.,exclude,not_applicable,no_learned_dynamics,The lnode uncovering latent dynamics alzheimer s disease study uses prescribed mechanistic or statistical dynamics rather than a learned transition mechanism.,exclude,not_applicable,outside_world_model_conceptual_boundary,post_qc_lead_source_sufficiency,LNODE is a fitted latent amyloid-progression model used for trajectory explanation and subtype analysis; it is not framed as a digital twin or reusable patient simulator and is not used for planning or closed-loop control.,include,empirical,fitted_multistep_dynamics,LNODE fits subject- and cohort-level latent ODE transitions to regional amyloid-PET trajectories and directly evaluates longitudinal fit and progression subtypes.,"Full text, Model and Results: 585 ADNI subjects, joint parameter inversion, regional normal/abnormal amyloid states, latent mechanisms, and trajectory R-squared.",high,exclude,not_applicable,outside_world_model_conceptual_boundary,LNODE is a fitted latent amyloid-progression model used for trajectory explanation and subtype analysis; it is not framed as a digital twin or reusable patient simulator and is not used for planning or closed-loop control.,"Version-of-record Model and Results: 585 ADNI subjects, joint parameter inversion, regional normal and abnormal amyloid states, latent mechanisms, and longitudinal fit.",high
ALT-7109e80d2138,fresh_alternate_public_search,Longitudinal Synthetic Data Generation by Artificial Intelligence to Accelerate Clinical and Translational Research in Breast Cancer.,"PURPOSE: Real-world data (RWD) are critical for breast cancer (BC) research but are limited by privacy concerns, missing information, and data fragmentation. This study explores synthetic data (SD) generated through advanced generative models to address these challenges and create harmonized longitudinal data sets. METHODS: A data set of 1052 patients with human epidermal growth factor receptor 2-positive and triple-negative BC from the Informatics for Integrating Biology and the Bedside (i2b2) platform was used. Advanced generative models, including generative adversarial networks (GANs), variational autoencoders (VAEs), and language models (LMs), were applied to generate synthetic longitudinal data sets replicating disease progression, treatment patterns, and clinical outcomes. The Synthethic Validation Framework (SAFE) powered by Train was used to evaluate the fidelity, utility, and privacy. SD were tested across three settings: (1) integration with i2b2 for privacy-preserving data sets; (2) multistate disease modeling to predict clinical outcomes; and (3) generation of synthetic control groups for clinical trials. RESULTS: The synthetic data sets exhibited high fidelity (score 0.94) and ensured privacy, with temporal patterns validated through time-series analyses and Uniform Manifold Approximation and Projection embeddings. In setting A, SD accurately mirrored RWD on the i2b2 platform while maintaining privacy. In setting B, incorporating SD improved the predictive performance of a multistate disease progression model, increasing the C-index by up to 10%. In setting C, SD replicated the end points of the APT trial, demonstrating its feasibility for generating synthetic control arms with preserved statistical properties of the real data set. CONCLUSION: AI-generated longitudinal SD effectively address key challenges in RWD use in BC. This approach can improve translational research and clinical trial design while ensuring robust privacy protection. Integration with platforms such as i2b2 highlights their scalability and potential for broader applications in oncology.",Elena Zazzetti; Saverio D'Amico; Flavia Jacobs; Rita De Sanctis; Lorenzo Chiudinelli; Mariangela Gaudio; Gianluca Asti; Mattia Delleani; Elisabetta Sauta; Mirco Quintavalla; Alessandro Bruseghini; Luca Lanino; Giulia Maggioni; Alessia Campagna; Victor Savevski; Matteo G Della Porta; Alberto Zambelli,2025,2025,JCO clinical cancer informatics,10.1200/cci-25-00033,,https://pubmed.ncbi.nlm.nih.gov/41197110/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,Generative models learn longitudinal cancer trajectories and are evaluated as synthetic disease and trial simulators.,include,empirical,include_empirical,The longitudinal synthetic data generation by artificial intelligence accelerate clinical translational study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,exclude,not_applicable,generative_augmentation_only,post_adjudication_inclusion_qc,"The generative models are evaluated for synthetic-data fidelity, privacy, and downstream utility; they do not directly evaluate a learned transition through future-state forecasting, recursive rollout, or action response.",exclude,not_applicable,generative_augmentation_only,"The generative models are evaluated for synthetic-data fidelity, privacy, and downstream utility; they do not directly evaluate a learned transition through future-state forecasting, recursive rollout, or action response.","Full text, SAFE evaluation and three settings: synthetic i2b2 integration, downstream multistate modeling, and synthetic trial-control replication.",high,,,,,,
ALT-d6abe9c98cda,fresh_alternate_public_search,Mapping the future of medicine through digital twins.,"Digital twins are rapidly gaining popularity in medicine and the health sciences, as they offer not merely a new method but a versatile paradigm capable of addressing a wide range of healthcare challenges. In this paper, we provide a focused survey of these developments and highlight promising approaches across several fields, including general health systems, cardiology, oncology, and mental health. We also discuss the key challenges and future directions for general medical digital twin systems.",Frank Emmert-Streib; Shailesh Tripathi; Olli Yli-Harja,2026,2026,Frontiers in molecular medicine,10.3389/fmmed.2026.1840371,,https://pubmed.ncbi.nlm.nih.gov/42130902/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,exclude,review,review_not_primary,Provides a generic medical digital-twin survey without a focused world-model evidence synthesis.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for mapping future medicine through digital twins, including prediction, simulation, or intervention use.",exclude,not_applicable,review_scope_too_broad,post_adjudication_inclusion_qc,"The focused survey spans general health systems, cardiology, oncology, and mental health at a conceptual level; learned or adapted dynamics with direct rollout evidence are not a central evidence category.",exclude,not_applicable,review_scope_too_broad,"The focused survey spans general health systems, cardiology, oncology, and mental health at a conceptual level; learned or adapted dynamics with direct rollout evidence are not a central evidence category.","Full text sections: What are digital twins; applications in general health, heart, oncology, and mental health; challenges and future directions.",high,,,,,,
ALT-e928d3e6cc41,fresh_alternate_public_search,Maximizing Knowledge Extraction From Patient-Reported Outcome Data Using Exposure-Outcome Item Response Modeling Approach: Understanding Efavirenz-Induced Central Nervous System Toxicity.,"This investigation was undertaken to maximally extract hidden knowledge from an efavirenz-based trial data set using an item response theory-based approach to exposure-outcome analysis. The aim was to understand the influence of efavirenz exposure on the underlying neuropsychiatric impairment in HIV/AIDS patients. Data from 196 individuals with 4136 neuropsychiatric impairment symptom observations at baseline and 2 and 12 weeks of 600-mg efavirenz-based therapy was analyzed. The 7 symptoms were categorized as sleep disorders (3), hallucinations (3), and cognitive impairment (1). A longitudinal item response theory model incorporating 3 latent variables based on the symptom categories and a linear disease progression model with a symptomatic drug effect was developed in NONMEM 7.4.1. The model adequately characterized the observed symptoms and revealed the hidden knowledge on the informativeness of symptoms in characterizing the underlying neuropsychiatric impairment. Informativeness, which was affected by underlying impairment severity and efavirenz therapy duration, varied among symptoms. Sleep disorders were the most efavirenz-sensitive symptom category. Vivid dreams and auditory hallucinations were most informative in their respective symptom categories. Mini-Mental State Examination score cutoff levels used to classify the severity of cognitive impairment did not distinctively correspond with neuropsychiatric impairment severity. Efavirenz treatment effect on the severity of neuropsychiatric impairment was not more than 15%. Simulation of individual symptoms at the 400-mg dose only reduced the prevalence of sleep disorder symptoms. Use of the exposure-item response theory modeling approach maximally extracted hidden knowledge about efavirenz-induced neuropsychiatric impairment and appropriately characterized the impact of dose reduction on specific neuropsychiatric impairment symptoms.",Karungi S Bisaso; Kuteesa R Bisaso; Jackson K Mukonzo; Ene I Ette,2020,2020,Journal of clinical pharmacology,10.1002/jcph.1570,,https://pubmed.ncbi.nlm.nih.gov/32096561/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,A trial-fitted dose-conditioned longitudinal model simulates symptom responses under alternative efavirenz dosing.,exclude,not_applicable,no_future_or_action_evaluation,"The maximizing knowledge extraction patient reported outcome data exposure outcome item study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",exclude,not_applicable,outside_world_model_conceptual_boundary,post_qc_lead_source_sufficiency,The longitudinal item-response model is conventional exposure-outcome pharmacometrics with alternative-dose symptom simulation; it lacks qualifying twin or patient-simulator identity and iterative planning or control.,include,empirical,fitted_action_response_dynamics,"A longitudinal item-response transition is fitted to repeated neuropsychiatric symptoms and efavirenz exposure, then used to simulate symptom trajectories under alternative dosing.","Primary article abstract and model description: 4,136 observations, latent impairment progression, drug effect, model fit, and 400-mg symptom simulations.",medium,exclude,not_applicable,outside_world_model_conceptual_boundary,The longitudinal item-response model is conventional exposure-outcome pharmacometrics with alternative-dose symptom simulation; it lacks qualifying twin or patient-simulator identity and iterative planning or control.,"Version-of-record model and results: 4,136 symptom observations, latent impairment progression, efavirenz exposure effect, model fit, and 400-mg symptom simulations.",high
ALT-6d957ad1c16c,fresh_alternate_public_search,Med-Real2Sim: Non-Invasive Medical Digital Twins using Physics-Informed Self-Supervised Learning and Virtual Patient Breathing Simulator using VR,,,2026,2026,Iconic Research and Engineering Journals,10.64388/irev9i9-1715434,,https://doi.org/10.64388/irev9i9-1715434,journal-article,crossref,"""patient simulator"" clinical",registered,,uncertain,empirical,insufficient_abstract,The relevant digital-twin title lacks details needed to distinguish learned breathing dynamics from physics simulation.,uncertain,empirical,insufficient_abstract,"The med real2sim non invasive medical digital twins physics informed self title plausibly denotes learned medical dynamics, but the missing abstract does not establish direct future or action evaluation.",exclude,not_applicable,duplicate_publication,post_adjudication_inclusion_qc,The DOI record reproduces and extends the title of the earlier complete Med-Real2Sim preprint without a separately auditable methods contribution; the stable original lineage should be retained instead.,exclude,not_applicable,duplicate_publication,The DOI record reproduces and extends the title of the earlier complete Med-Real2Sim preprint without a separately auditable methods contribution; the stable original lineage should be retained instead.,"Lineage check: the core work is available as arXiv:2403.11718, while the 2026 low-signal DOI adds a VR phrase but exposes no separate stable methods/results text.",high,,,,,,
ALT-467729658e57,fresh_alternate_public_search,Medical digital twin insights: Enhancing cancer treatment through generative modeling.,"Medical digital twins enhanced with generative modelling represent a revolutionary advancement in cancer therapy. These computerized models replicate the biological processes of individual patients, enabling clinicians to better understand tumour behaviour and predict treatment responses. By integrating large-scale datasets, including genetic profiles, medical imaging, and clinical information, this technology supports a shift from conventional one-size-fits-all treatment approaches toward personalised cancer care. Medical digital twins utilise artificial intelligence-driven generative modelling to simulate cancer progression and therapeutic interactions. These models combine multimodal patient-specific data to generate dynamic, real-time simulations. Various treatment scenarios, involving both synthetic and natural therapeutic options, are computationally tested to predict cellular responses, efficacy, and toxicity before clinical application. The use of medical digital twins allows accurate forecasting of tumour behaviour and treatment outcomes. By pre-testing multiple therapeutic strategies, this approach significantly reduces clinical risks while improving treatment effectiveness. The ability to predict both efficacy and toxicity leads to safer, more efficient treatment selection compared to traditional methods. Medical digital twins promote a precise, patient-centred approach to cancer therapy by tailoring treatments based on individual genetic and molecular profiles. As AI-driven personalised medicine continues to evolve, the integration of generative modelling with digital twins is expected to enhance treatment success rates and improve patient quality of life. Ultimately, this technology transforms traditional cancer care into a dynamic, adaptive, and personalised healthcare model.",Panneerselvam Theivendren; Surabhi Panneerselvam; Selvaraj Kunjiappan; Deepalakshmi Mani; Arun Kanniyappan Parthasarathy,2026,2026,Computational biology and chemistry,10.1016/j.compbiolchem.2026.109074,,https://pubmed.ncbi.nlm.nih.gov/42025266/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,review,include_review,Synthesizes generative cancer digital twins that simulate progression and treatment-response scenarios.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for medical digital twin insights enhancing cancer treatment through generative, including prediction, simulation, or intervention use.",exclude,not_applicable,review_scope_too_broad,post_adjudication_inclusion_qc,The article gives a high-level narrative of generative twins in cancer but no reproducible review method or central evidence synthesis of learned transitions and operational dynamics evaluations.,exclude,not_applicable,review_scope_too_broad,The article gives a high-level narrative of generative twins in cancer but no reproducible review method or central evidence synthesis of learned transitions and operational dynamics evaluations.,"Publisher abstract: general claims about multimodal data, tumor behavior, treatment simulation, efficacy, and toxicity without a searchable evidence-selection protocol.",high,,,,,,
ALT-a864b2e17b7a,fresh_alternate_public_search,Medical Digital Twin: A Review on Technical Principles and Clinical Applications.,"The usage of digital twins (DTs) is growing across a wide range of businesses. The health sector is one area where DT use has recently increased. Ultimately, the concept of digital health twins holds the potential to enhance human existence by transforming disease prevention, health preservation, diagnosis, treatment, and management. Big data's explosive expansion, combined with ongoing developments in data science (DS) and artificial intelligence (AI), might greatly speed up research and development by supplying crucial data, a strong cyber technical infrastructure, and scientific know-how. The field of healthcare applications is still in its infancy, despite the fact that there are several DT programs in the military and industry. This review's aim is to present this cutting-edge technology, which focuses on neurology, as one of the most exciting new developments in the medical industry. Through innovative research and development in DT technology, we anticipate the formation of a global cooperative effort among stakeholders to improve health care and the standard of living for millions of people globally.",Mario Tortora; Francesco Pacchiano; Suely Fazio Ferraciolli; Sabrina Criscuolo; Cristina Gagliardo; Katya Jaber; Manuel Angelicchio; Francesco Briganti; Ferdinando Caranci; Fabio Tortora; Alberto Negro,2025,2025,Journal of clinical medicine,10.3390/jcm14020324,,https://pubmed.ncbi.nlm.nih.gov/39860329/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,review,include_review,Synthesizes medical digital-twin technical principles and clinical applications as a healthcare-focused translational review.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for medical digital twin review technical principles clinical applications, including prediction, simulation, or intervention use.",exclude,not_applicable,source_policy_excluded,post_adjudication_inclusion_qc,"The review is published in an MDPI journal, which is excluded by the active literature source policy; its scope also broadly covers principles and applications rather than transition evidence.",exclude,not_applicable,source_policy_excluded,"The review is published in an MDPI journal, which is excluded by the active literature source policy; its scope also broadly covers principles and applications rather than transition evidence.",PMC full text and DOI identify Journal of Clinical Medicine as the venue.,high,,,,,,
