audit_id,route,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,original_exclusion_reason,reviewer_c_decision,reviewer_c_corpus_type,reviewer_c_reason_code,reviewer_c_rationale,reviewer_d_decision,reviewer_d_corpus_type,reviewer_d_reason_code,reviewer_d_rationale,final_decision,final_corpus_type,final_reason_code,resolution_route,adjudication_rationale,qc_decision,qc_corpus_type,qc_reason_code,qc_rationale,full_text_anchor,confidence
ALT-95bfe14c6a9e,fresh_alternate_public_search,"Modeling and Remodeling the Cell: How Digital Twins and HCMV Can Elucidate the Complex Interactions of Viral Latency, Epigenetic Regulation, and Immune Responses.","Purpose of review Human cytomegalovirus (HCMV), while asymptomatic in most, causes significant complications during fetal development, following transplant or in immunosuppressed individuals. The host-virus interactions regulating viral latency and reactivation and viral control of the cellular environment (immune regulation, differentiation, epigenetics) are highly complex. Understanding these processes is essential to controlling infection and can be leveraged as a novel approach for understanding basic cell biology. Recent findings Immune digital twins (IDTs) are digital simulations integrating knowledge of human immunology, physiology, and patient-specific clinical data to predict individualized immune responses and targeted treatments. Recent studies used IDTs to elucidate mechanisms of T cells, dendritic cells, and epigenetic control-all key to HCMV biology. Summary Here, we discuss how leveraging the unique biology of HCMV and IDTs will clarify immune response dynamics, host-virus interactions, and viral latency and reactivation and serve as a powerful IDT-validation platform for individualized and holistic health management.","McMahon-Cole H, Johnson A, Sadat Aghamiri S, Helikar T, Crawford LB.",2023,2023-07-29,,10.1007/s40588-023-00201-w,,https://europepmc.org/article/MED/37901689,,europe_pmc,europe_pmc_core,indexed,,exclude,review,review_not_primary,Reviews HCMV biology and proposes immune digital twins without a world-model taxonomy or evidence synthesis.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for remodeling cell how digital twins hcmv can elucidate complex interactions, including prediction, simulation, or intervention use.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,"The HCMV article is a conceptual review of viral latency and digital-twin possibilities, dominated by mechanistic biology rather than evaluated learned transition systems.",,,,,,
ALT-bf194e895160,fresh_alternate_public_search,Modeling Disease Progression with Generative Time Series Models: A New Approach to Complex Disease Trajectories,,B. Abisha; V. Sheeja Kumari; V. Suresh Kumar; Wilfred N.R. Blessing,2025,2025,Advances in Deep Generative Models for Healthcare and Medical Applications,10.1201/9781003602088-5,,https://doi.org/10.1201/9781003602088-5,book-chapter,crossref,"""disease progression model"" generative intervention",registered,,uncertain,not_applicable,insufficient_abstract,"The title suggests generative disease trajectories, but no abstract establishes rollout or transition-model evaluation.",uncertain,empirical,insufficient_abstract,"The disease progression generative time series complex disease trajectories title plausibly denotes learned medical dynamics, but the missing abstract does not establish direct future or action evaluation.",exclude,not_applicable,inaccessible_full_text,third_full_text_adjudication,"The book-chapter record identifies generative time-series disease modeling, but sufficient stable primary text was unavailable to verify its review scope, methods, or evaluated dynamics.",,,,,,
ALT-48f2148b8918,fresh_alternate_public_search,Modeling neural coding in the auditory midbrain with high resolution and accuracy,"Computational models of auditory processing can be valuable tools for research and technology development. Models of the cochlea are highly accurate and widely used, but models of the auditory brain lag far behind in both performance and penetration. Here, we present ICNet, a model that provides accurate simulation of neural dynamics in the inferior colliculus across a wide range of sounds, including near-perfect simulation of responses to speech. We developed ICNet using deep learning and large-scale intracranial recordings from gerbils, addressing three key modeling challenges that are common across all sensory systems: capturing the full statistical complexity of neuronal response patterns; accounting for physiological and experimental non-stationarity; and extracting features of sensory processing that are shared across different brains. ICNet can be used to simulate activity from thousands of neural units or to provide a compact representation of central auditory processing through its latent dynamics, facilitating a wide range of hearing and audio applications.","Drakopoulos F, Pellatt L, Sabesan S, Xia Y, Fragner A, Lesica NA.",2024,2024-06-19,,10.1101/2024.06.17.599294,,https://europepmc.org/article/PPR/PPR869823,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,Learns stimulus-conditioned neural dynamics and directly validates simulated neural responses across diverse sounds.,exclude,not_applicable,no_future_or_action_evaluation,"The neural coding auditory midbrain high resolution accuracy study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",exclude,not_applicable,duplicate_publication,third_full_text_adjudication,This preprint is the earlier version of the retained peer-reviewed auditory-midbrain neural-coding study.,,,,,,
ALT-87a660788a1b,fresh_alternate_public_search,Multiscale mathematical model-informed reinforcement learning optimizes combination treatment scheduling in glioblastoma evolution.,"Dynamic tumor-microenvironment interactions greatly affect growth and drug resistance, highlighting the importance and challenge of developing mathematical models to optimize treatment schedules. Here, we describe a multiscale mathematical model-informed reinforcement learning (M4RL) framework to simulate dynamic tumor-microenvironment interactions and optimize drug combination scheduling. We first develop a multiscale agent-based model (MSABM) for a critical biological scenario where interactions between tumor-associated macrophages (TAMs) and tumor cells (TCs) underlie immunotherapy resistance in glioblastoma. Next, we learn a surrogate model based on Fokker-Planck equations for the MSABM using a physics-informed neural network approach. We then design a surrogate model-based reinforcement learning method, using an efficient parallel actor-critic algorithm, to predict optimal scheduling of combination treatments. The most effective regimen of dynamic combination of CSF1R inhibitor (targeting TAMs) and IGF1R inhibitor (targeting TCs) is identified and then verified using spatial transcriptomic data. Overall, the M4RL framework introduces a computational approach for characterizing tumor-microenvironment interactions and optimizing dynamic scheduling of drug combinations.",Zeming Liu; Ji Zhang; Liu Hong; Qing Nie; Xiaoqiang Sun,2025,2025,Science advances,10.1126/sciadv.adv3316,,https://pubmed.ncbi.nlm.nih.gov/40779623/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,A learned tumor-dynamics surrogate is evaluated for reinforcement-learning treatment scheduling and transcriptomically verified.,include,empirical,include_empirical,The multiscale mathematical informed reinforcement learning optimizes combination treatment scheduling glioblastoma study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,exclude,not_applicable,no_learned_dynamics,third_full_text_adjudication,"The tumor dynamics come from a hand-specified agent-based model; the learned surrogate is trained on that simulator, while spatial transcriptomic data only initialize or check scenarios rather than fit transitions.",,,,,,
ALT-a5b2a549c79e,fresh_alternate_public_search,Neurobiologically realistic neural network enables cross-scale modeling of neural dynamics.,"Fundamental principles underlying computation in multi-scale brain networks illustrate how multiple brain areas and their coordinated activity give rise to complex cognitive functions. Whereas brain activity has been studied at the micro- to meso-scale to reveal the connections between the dynamical patterns and the behaviors, investigations of neural population dynamics are mainly limited to single-scale analysis. Our goal is to develop a cross-scale dynamical model for the collective activity of neuronal populations. Here we introduce a bio-inspired deep learning approach, termed NeuroBondGraph Network (NBGNet), to capture cross-scale dynamics that can infer and map the neural data from multiple scales. Our model not only exhibits more than an 11-fold improvement in reconstruction accuracy, but also predicts synchronous neural activity and preserves correlated low-dimensional latent dynamics. We also show that the NBGNet robustly predicts held-out data across a long time scale (2 weeks) without retraining. We further validate the effective connectivity defined from our model by demonstrating that neural connectivity during motor behaviour agrees with the established neuroanatomical hierarchy of motor control in the literature. The NBGNet approach opens the door to revealing a comprehensive understanding of brain computation, where network mechanisms of multi-scale activity are critical.","Chang YJ, Chen YI, Yeh HC, Santacruz SR.",2024,2024-03-01,,10.1038/s41598-024-54593-w,,https://europepmc.org/article/MED/38429297,,europe_pmc,europe_pmc_core,indexed,,exclude,empirical,no_future_or_action_evaluation,"NBGNet learns neural dynamics but evaluates cross-scale reconstruction and held-out mapping, not future-state rollouts.",include,empirical,include_empirical,The neurobiologically realistic neural network enables cross scale neural dynamics study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,exclude,not_applicable,no_future_or_action_evaluation,third_full_text_adjudication,NBGNet reconstructs simultaneous neural signals across recording scales and compares within-trial latent traces; it does not evaluate autonomous future-state rollout or intervention response.,,,,,,
ALT-ae6a889ecec3,fresh_alternate_public_search,Operations (Management) Warp Speed: Parsimonious Design for Rapid Deployment of Hospital Prediction and Decision Support Framework during a Pandemic,"At the onset of the COVID-19 pandemic, hospitals were in dire need of data-driven analytics to provide support for critical, expensive, and challenging decisions. Yet, the majority of analytics being developed were targeted toward state- and national-level policy decisions, with little availability of actionable information to support tactical and operational decision making and execution at the hospital level. To fill this gap, we developed a multi-method framework leveraging a parsimonious design philosophy that allows for rapid deployment of high-impact predictive and prescriptive analytics in a time-sensitive, dynamic, limited data environment such as a novel pandemic. Our framework integrates disease progression models tailored to data availability during different stages of the pandemic with a stochastic network model of patient movements among units within individual hospitals to forecast time-varying patient workload and demand for critical resources. Both components employ adaptive tuning to account for hospital-dependent, time-varying parameters that provide consistently accurate predictions as changes in system dynamics are learned over time. The product of this research is a workload prediction and decision support framework customized to individual hospital that specifically targets actionable information based on hospital needs. Yet, by design, our framework is portable across hospital data-systems and easily implementable for expeditious expansion. This work was contextually grounded in close collaboration with IU Health, the largest health system in Indiana with 18 hospitals serving over 1 million residents. Since April 2020, we have implemented our framework to support decisions from operational to strategic made by multiple departments at IU Health as well as the executive leadership team during the course of the COVID-19 pandemic.","Shi P, Helm J, Chen C, Lim J, Parker RP, Tinsley T, Cecil J.",2021,2021-04-01,,10.2139/ssrn.3815418,,https://europepmc.org/article/PPR/PPR306741,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,Adaptively tuned disease and patient-flow dynamics directly forecast hospital states for operational decision support.,exclude,not_applicable,no_learned_dynamics,The operations warp speed parsimonious design rapid deployment hospital prediction decision study uses prescribed mechanistic or statistical dynamics rather than a learned transition mechanism.,exclude,not_applicable,no_future_or_action_evaluation,third_full_text_adjudication,"The hospital framework predicts resource demand and supports operational decisions during a pandemic, but does not model and evaluate an evolving medical system state through learned transitions.",,,,,,
ALT-e09335683ce3,fresh_alternate_public_search,Optical compression of multimodal clinical data into a unified visual memory for generative trajectory forecasting,"ABSTRACT Importance Current clinical artificial intelligence is bottlenecked by highly specialized, fragmented models that reduce complex, multimodal data into isolated scalar predictions. By reframing multimodal perception as a pure vision problem, optical compression into a universal visual operating system can resolve internal data interaction bottlenecks and shift the paradigm toward continuous, generative clinical forecasting. Objective To develop and internally validate Clinical Visual Memory, a generalist visual foundation model utilizing high-fidelity optical compression to fuse five heterogeneous intensive care unit (ICU) data modalities into a unified visual-token space, acting as a generative navigation system for critical-care trajectories. Design, Setting, and Participants Retrospective modeling study using MIMIC-IV adult ICU encounters. After excluding stays shorter than 24 hours, 54,551 patients, 68,546 hospital admissions, and 74,829 ICU stays comprised the eligible cohort. Strict patient-level partitioning prevented cross-split leakage. Methods Structured electronic health record (EHR) data, vital signs, 10-second electrocardiogram (ECG) waveforms, chest radiographs, and clinical notes were rendered as 2D images and encoded by a single frozen DINOv2 vision transformer. Through modality-aware latent-query cross-attention, these highly heterogeneous sources were optically compressed into a shared 1024-dimensional Clinical Visual Memory. To establish a universal output interface, this memory conditioned an conditional instruction-tuned image generator to decode eight-domain deterioration trajectories across 3- to 48-hour horizons. Visual compression fidelity was evaluated by reducing retained source-pixel area to 1%, and critical transitions were mapped using event-specific projected-axis geometry. Results Operating as a generalist foundation, Clinical Visual Memory achieved AUROCs of 0.852 (95% CI, 0.821-0.882) for 48-hour mortality, 0.699 (0.673-0.725) for incident acute kidney injury (AKI), 0.723 (0.688-0.757) for high Sequential Organ Failure Assessment (SOFA), and 0.742 (0.726-0.757) for alive ICU discharge. Crucially, resolving the token bottleneck via an 8-fold reduction in source-pixel area preserved 98.9% of the uncompressed 48-hour mortality AUROC. Generative image-out decoding maintained clinical meaning, and trajectory geometry functioned as a proactive navigation system, yielding median warning lead times of 34.8 hours (IQR, 17.5-43.3) before death, 14.6 hours (6.5-33.2) before AKI, 15.0 hours (6.0-27.0) before high SOFA, and 20.8 hours (10.2-36.0) before recovery, with low false-alert burdens (0.040-0.109 per patient-day). Conclusions and Relevance Clinical Visual Memory demonstrates that optical compression can successfully unify highly heterogeneous clinical data into a single, high-fidelity visual-token representation. By functioning as a continuous clinical navigation system rather than a discrete alert generator, this framework lays the architectural foundation for a generalist, generative visual operating system in critical care medicine. External and prospective validation are required before clinical deployment. KEY POINTS Question Can optical compression of heterogeneous, multimodal intensive care data into a unified visual-token memory enable a generalist generative framework for continuous clinical forecasting? Findings In MIMIC-IV, five clinical modalities were rendered as images and fused via a shared frozen DINOv2 transformer into a 1024-dimensional Clinical Visual Memory. This unified architecture supported robust multitask prediction, achieving AUROCs of 0.852 for 48-hour mortality, 0.699 for incident AKI, 0.723 for high SOFA, and 0.742 for alive ICU discharge. Crucially, an 8-fold reduction in source-pixel area preserved 98.9% of the uncompressed mortality discrimination, validating high-fidelity optical compression. Generative image-out decoding successfully translated this memory into actionable clinical trajectories, yielding median warning lead times of 34.8 hours before death, 14.6 hours before AKI, 15.0 hours before high SOFA, and 20.8 hours before alive ICU discharge. Meaning By resolving multimodal data bottlenecks through high-fidelity visual compression, this framework shifts clinical AI from fragmented, task-specific alerts to a unified, generalist visual operating system. It demonstrates that complex patient states can be continuously navigated and generatively forecasted via a single interpretable visual-token memory.",Zongheng Guo; Bo Jin; Zhi Han; Takumi Ichikawa; Naoto Ozawa; Xuefeng B. Ling,2026,2026,openRxiv,10.64898/2026.09.03.26361736,,https://doi.org/10.64898/2026.09.03.26361736,posted-content,crossref,"""physiological trajectory"" forecasting",registered,,include,empirical,include_empirical,The learned multimodal memory generatively forecasts multi-horizon ICU deterioration trajectories and evaluates transition warning performance.,include,empirical,include_empirical,The optical compression multimodal clinical data into unified visual memory generative study learns or calibrates temporal dynamics and directly evaluates held-out future states or multi-step forecasts.,exclude,not_applicable,static_or_endpoint_prediction,post_adjudication_inclusion_qc,The system predicts separate deterioration outcomes at fixed 3- to 48-hour horizons and evaluates AUROC and warning lead time; it does not directly validate a coherent evolving state transition or recursive rollout.,exclude,not_applicable,static_or_endpoint_prediction,The system predicts separate deterioration outcomes at fixed 3- to 48-hour horizons and evaluates AUROC and warning lead time; it does not directly validate a coherent evolving state transition or recursive rollout.,"Primary preprint, Methods and Results: multimodal visual-token memory, eight outcome-domain decoders, fixed-horizon classification, AUROC, and event warning-time metrics.",high
ALT-23f67b6e2f8e,fresh_alternate_public_search,"Patient-specific digital twins in aortic disease: integrating computational hemodynamics, immune profiling, and precision endovascular strategy.","Aortic aneurysms and acute aortic syndromes continue to be significant contributors to cardiovascular morbidity and mortality; however, current risk stratification and treatment timing rely heavily on static anatomical thresholds that do not fully reflect the dynamic biology and mechanics of disease progression. Patient-specific digital twins offer a unifying paradigm where multimodal patient data are integrated into a continuously updated computational representation of an individual aorta to predict trajectories and support precise decision-making. In this review, we propose a five-domain architecture for an aortic digital twin (1): a structural-biomechanical substrate that reconstructs patient geometry and predicts wall stress and remodeling tendency; (2) computational hemodynamics to quantify flow-derived descriptors such as wall shear stress, oscillatory shear, and stagnation; (3) immunobiological integration to incorporate inflammatory activity, immune cell heterogeneity, and proteolytic remodeling signals; (4) predictive intelligence that combines multimodal features, generates individualized growth and complication predictions through uncertainty quantification, and updates predictions with longitudinal data; and (5) a sophisticated endovascular strategy layer that translates twin outputs into procedural planning, device selection, and risk-corrected surveillance. This framework highlights how the bidirectional link between inflammation and mechanics can be functionalized as a feedback ecosystem rather than a set of independent analyses, and outlines the evidence requirements for clinical translation, including validation pathways, workflow integration, and management considerations. By shifting the clinical focus from ""Is the aorta large enough?"" to ""How will this patient's disease develop, and how can we best modify the course?"", aortic digital twins can enable earlier, more individualized, and more lasting prevention of adverse aortic events.","Dinc R, Ardic N.",2026,2026-05-11,,10.3389/fcvm.2026.1812347,,https://europepmc.org/article/MED/42199203,,europe_pmc,europe_pmc_core,indexed,,include,review,include_review,"This review proposes a medical digital-twin architecture and synthesizes prediction, procedural planning, and translation requirements.",include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for patient specific digital twins aortic disease integrating computational hemodynamics immune, including prediction, simulation, or intervention use.",exclude,not_applicable,review_scope_too_broad,post_adjudication_inclusion_qc,"This article proposes a five-domain future architecture spanning biomechanics, hemodynamics, immunology, prediction, and intervention; it does not centrally synthesize existing learned-transition systems with operational evaluations.",exclude,not_applicable,review_scope_too_broad,"This article proposes a five-domain future architecture spanning biomechanics, hemodynamics, immunology, prediction, and intervention; it does not centrally synthesize existing learned-transition systems with operational evaluations.","Full text sections: multilayer architecture, five domains, validation roadmap, workflow integration, and future therapeutic/networked twins.",high
ALT-9944b3605899,fresh_alternate_public_search,"Personalised digital twin models for Trypanosoma cruzi : improving prognosis, therapy, and long-term complications",,Ruqaiyyah Siddiqui; Naveed Ahmed Khan,2026,2026,Digital Twin,10.1080/27525783.2026.2731285,,https://doi.org/10.1080/27525783.2026.2731285,journal-article,crossref,"""clinical digital twin"" intervention;""medical digital twin"" trajectory",registered,,uncertain,not_applicable,insufficient_abstract,"The medical digital-twin title is relevant, but no abstract reveals model learning, evaluation, or article type.",uncertain,empirical,insufficient_abstract,"The personalised digital twin trypanosoma cruzi improving prognosis therapy long term title plausibly denotes learned medical dynamics, but the missing abstract does not establish direct future or action evaluation.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,The Chagas article is a conceptual proposal describing what a future personalized twin could integrate and forecast; no implemented model or substantive learned-dynamics evidence synthesis is reported.,,,,,,
ALT-4641ca006956,fresh_alternate_public_search,Physiological Vital Time Series Forecasting using Fractional Calculus and Deep Neural Network,"Abstract Continuous physiological monitoring integrated with time series analysis and multi-step forecasting is vital when encountering postoperative cases either hospitalized in intensive care units (ICU) or given home health care will experience adverse cardiac events. The low-cost common vital signs, i.e., heart rate and arterial blood pressure are captured and predicted with adjustable horizons up to 30 minutes in advance to achieve punctual clinical decision-making to prevent the events of bradycardia, tachycardia, hypo-tension, and hypertension. Scaling properties of physiological stationary/non-stationary signals are necessarily determined and drastically affected by the selection and architecture design of time series forecasting models. In contrast to integer-order difference that achieves stationary memory-erased series, fractional order difference ensures the stationary of the data while preserving as much memory as possible. The deep learning architecture for multi-step forecasting is the combination of two direct and iterative methods which utilizes the concepts of U-Net convolutional networks and multi-layer bi-directional long short-term memories (Bi-LSTMs). Various scenarios of observe-target windows e.g. (20, 30, 60, or 120) - (7, 15, 20, or 30) minutes are trained using hyper-parameter tuning and evaluated by mean absolute percentage error (MAPE). The results of the proposed method indicate that crucial vital signs such as heart rate, systolic blood pressure and mean arterial blood pressure will be predictable in an adjustable observe-target window size from 20 − 7 to 120 − 30 minutes with narrow ranges of MAPE values between [2.78%, 4.17%], [4.69%, 6.47%] and [4.45%, 6.86%], respectively.",Sama Nemati; Seyed Amin Seyed Jafari; Mostafa Fakhri; Kosar Seraji; Farzane Vosoughi-Motlagh; Mojtaba Hajihasani,2024,2024,Research Square Platform LLC,10.21203/rs.3.rs-4117200/v1,,https://doi.org/10.21203/rs.3.rs-4117200/v1,posted-content,crossref,"""physiological trajectory"" forecasting",registered,,include,empirical,include_empirical,A learned iterative temporal model directly evaluates multi-step rollouts of future physiological vital-sign states.,include,empirical,include_empirical,The physiological vital time series forecasting fractional calculus deep neural network study learns or calibrates temporal dynamics and directly evaluates held-out future states or multi-step forecasts.,exclude,not_applicable,no_future_or_action_evaluation,third_full_text_adjudication,"The model performs multistep univariate vital-sign forecasting and alarm prediction, an ordinary signal-forecasting task without an evaluated latent or action-conditioned physiological state model.",,,,,,
ALT-e55bda8afb75,fresh_alternate_public_search,Physiology-based patient simulator for blood pressure meter testing,,Gregor Geršak; Markus Schiebl; Michał Nawotka; Ehlimana Jugo; Maria do Céu Ferreira; Alan Duffy; Dana Maria Rosu; Peter Pavlásek; Václav Sedlák; Dominik Pražák,2021,2021,Measurement: Sensors,10.1016/j.measen.2021.100260,,https://doi.org/10.1016/j.measen.2021.100260,journal-article,crossref,"""patient simulator"" clinical",registered,,uncertain,empirical,insufficient_abstract,"The medical simulator title is relevant, but no abstract reveals whether its dynamics are learned from data.",exclude,not_applicable,no_future_or_action_evaluation,"The physiology patient simulator blood pressure meter testing study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",exclude,not_applicable,no_learned_dynamics,third_full_text_adjudication,The blood-pressure-meter test patient is a prescribed physiology-based simulator whose transition equations are not learned or calibrated from observed patient trajectories.,,,,,,
ALT-bad670da34b0,fresh_alternate_public_search,Potential applications of digital twin in medical care,,Kaouther Abrougui; Hazim Dahir; Ahmed Khattab; Jeff Luna; Raj Kumar; Rashika Verma,2023,2023,Digital Twin for Healthcare,10.1016/b978-0-32-399163-6.00016-0,,https://doi.org/10.1016/b978-0-32-399163-6.00016-0,book-chapter,crossref,"""medical digital twin"" trajectory",registered,,exclude,review,review_not_primary,"The title indicates a generic medical digital-twin applications review, not a healthcare world-model synthesis.",uncertain,review,insufficient_abstract,"The potential applications digital twin medical care title plausibly denotes a medical world-model review, but the missing abstract does not establish its primary scope.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,The chapter outlines potential medical-care applications of digital twins but does not centrally synthesize evaluated learned dynamic simulators.,,,,,,
ALT-8dac0de7b939,fresh_alternate_public_search,Potential of Interactive VR and Digital Twin for Drug Development and Clinical Trials,,,2025,2025,Metaverse‐Based Digital Twins,10.1002/9781394315680.ch8,,https://doi.org/10.1002/9781394315680.ch8,other,crossref,"""clinical digital twin"" intervention",registered,,exclude,review,review_not_primary,The broad VR and digital-twin topic does not establish medical world models as the primary review focus.,uncertain,review,insufficient_abstract,"The potential interactive vr digital twin drug clinical trials title plausibly denotes a medical world-model review, but the missing abstract does not establish its primary scope.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,"The chapter discusses interactive VR and digital-twin opportunities for drug development and trials, without a central evidence synthesis of learned transition or rollout systems.",,,,,,
ALT-de9f081824cc,fresh_alternate_public_search,Predicting breast cancer treatment response and prognosis using AI-based image classification.,"INTRODUCTION: Accurate prediction of treatment response and prognosis in breast cancer patients is critical to advance personalized medicine and optimize therapeutic decision-making. Within the context of AI-enabled healthcare, there remains a pressing need to develop robust, interpretable models that can account for the temporal complexity and heterogeneity inherent in longitudinal patient data. METHODS: This study proposes a novel framework designed to model patient-specific treatment trajectories using a dynamics-aware, deep sequence learning architecture. Aligned with the core themes of computational prognostics and precision therapy, our method addresses the challenges posed by variable patient responses, missing clinical records, and complex pharmacological interactions. Existing approaches, including conventional supervised learning and static classification models, often fall short in capturing the underlying temporal dependencies, multimodal data fusion, and counterfactual reasoning necessary for real-world clinical deployment. These limitations hinder generalizability, especially in scenarios where treatment outcomes are delayed or weakly annotated. In contrast, our approach integrates recurrent modeling, attention mechanisms, and uncertainty quantification to better capture the evolving nature of patient health trajectories. Moreover, we incorporate domain-informed regularization techniques and causal inference modules to improve interpretability and clinical relevance. RESULTS AND DISCUSSION: By learning temporal dynamics in a personalized manner, the proposed model enhances predictive performance while remaining sensitive to patient-specific variations and therapeutic regimens. Through extensive validation on real-world breast cancer cohorts, we demonstrate that our framework not only outperforms existing baselines but also provides actionable insights that can inform adaptive treatment planning and risk stratification.",Bingyi Wang; Shu Chen; Wei Li,2025,2025,Frontiers in oncology,10.3389/fonc.2025.1619994,,https://pubmed.ncbi.nlm.nih.gov/41195270/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,"The sequence model learns treatment-conditioned patient dynamics and evaluates prediction, counterfactual reasoning, and adaptive planning.",exclude,not_applicable,no_future_or_action_evaluation,"The predicting breast cancer treatment response prognosis ai image classification study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",exclude,not_applicable,no_future_or_action_evaluation,third_full_text_adjudication,"The breast-cancer study evaluates image classification of treatment response and prognosis, not future patient-state trajectories, recursive rollout, or alternative-treatment response.",,,,,,
ALT-4ec8aacca130,fresh_alternate_public_search,Predicting diabetes mellitus metabolic goals and chronic complications transitions-analysis based on natural language processing and machine learning models.,"Objective To estimate Diabetes mellitus (DM) progression at one and two years in terms of glycemic targets and development of complications. Research design and methods We analyzed a retrospective cohort of adult DM patients treated in a Health Maintenance Organization in Colombia, including those with at least one glycosylated hemoglobin (HbA1c) measurement in 2018, 2019, and 2020. We defined four disease transition stages based on metabolic goals according to HbA1c levels and complications: 1. Within HbA1c goals and without complications; 2. Outside goals and without complications, 3. Within goals, but with complications, and 4. Outside goals and with complications. We applied Natural Language Processing (NLP) techniques to extract relevant clinical information from Electronic Health Records. Machine learning (ML) models were used to predict patient progression. Results A total of 23,802 patients were included. Despite achieving initial glycemic control, more than 60% of patients who started within HbA1c targets and without complications developed chronic complications within two years. Our models, which achieved up to 80% accuracy and F1 scores above 74%, identified key predictors of disease progression. Adherence to dyslipidemia treatment guidelines significantly reduced the likelihood of HbA1c deterioration and complications, whereas non-adherence to pharmacological treatments increased the risk of complications. These findings suggest that HbA1c control alone is insufficient to prevent disease progression and that a more comprehensive management approach-including lipid control, kidney function monitoring, and improved adherence to clinical guidelines-is necessary. Conclusions Patient compliance with pharmacological treatments, professional adherence to clinical practice guidelines, and lifestyle interventions play a crucial role in diabetes progression. While our models provide strong predictive capabilities, improving data quality and integration remains essential for better forecasting and intervention strategies.","Colmenares-Mejia CC, García-Suaza AF, Rodríguez-Lesmes P, Lochmuller C, Atehortúa SC, Camacho-Cogollo JE, Martínez JP, Rincón J, Céspedes YR, Morales-Mendoza E, Isaza-Ruget MA.",2025,2025-04-15,,10.1371/journal.pone.0321258,,https://europepmc.org/article/MED/40233062,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,Machine-learning models predict transitions among four clinical diabetes states at one- and two-year horizons.,exclude,not_applicable,no_learned_dynamics,The predicting diabetes mellitus metabolic goals chronic complications transitions natural language study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,exclude,not_applicable,static_or_endpoint_prediction,post_adjudication_inclusion_qc,The study trains classifiers for four status categories at one- and two-year endpoints; it does not learn a reusable state-transition operator or evaluate recursive evolving-state rollout.,exclude,not_applicable,static_or_endpoint_prediction,The study trains classifiers for four status categories at one- and two-year endpoints; it does not learn a reusable state-transition operator or evaluate recursive evolving-state rollout.,"Full text, Methods and Results: NLP feature extraction, four outcome classes, separate one- and two-year prediction, accuracy and F1 metrics.",high
ALT-1db15c9cac24,fresh_alternate_public_search,Predicting Liver Disease Progression Using Timeseries Random Forest Modeling for Early Intervention and Risk Assessment,,M Kathiravan; Nelson Kennedy Babu C; A Jegatheesan,2025,2025,"2025 International Conference on Intelligent Computing, Information and Control Systems (ICOIICS)",10.1109/icoiics67115.2025.11390646,,https://doi.org/10.1109/icoiics67115.2025.11390646,proceedings-article,crossref,"""disease progression model"" generative intervention",registered,,uncertain,empirical,insufficient_abstract,"The time-series title appears relevant, but no abstract clarifies transition learning, rollout structure, or evaluation.",exclude,not_applicable,no_future_or_action_evaluation,"The predicting liver disease progression timeseries random forest early intervention risk study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",exclude,not_applicable,no_future_or_action_evaluation,third_full_text_adjudication,"The time-series random forest is evaluated by disease-risk classification accuracy, not by predicting and validating explicit future liver states or trajectories.",,,,,,
