audit_id,route,title,decision,corpus_type,reason_code,dynamics,evaluation,lineage,full_text_url,rationale,confidence
ALT-8803de121c39,fresh_alternate_public_search,[Digital twins in uro-oncology].,include,review,include_review,Synthesizes dynamic uro-oncology twins and tumor progression models,Reviews simulation and intervention use cases,Primary review or perspective record,https://doi.org/10.1007/s00120-026-02827-2,Synthesizes dynamic uro-oncology twins and tumor progression models; reviews simulation and intervention use cases.,high
ALT-4d8c92d03168,fresh_alternate_public_search,DYNAMIC CLASSIFICATION OF LATENT DISEASE PROGRESSION WITH AUXILIARY SURROGATE LABELS.,exclude,empirical,no_future_or_action_evaluation,Fits latent disease states for dynamic classification,Evaluates classification rather than future trajectories or actions,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC13004507/,Fits latent disease states for dynamic classification; evaluates classification rather than future trajectories or actions.,medium
ALT-531d7f078a79,fresh_alternate_public_search,EczemaPred: A computational framework for personalised prediction of eczema severity dynamics.,include,empirical,include_empirical,Fits Bayesian latent eczema severity dynamics,Validates personalized future severity trajectories in two studies,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC8967258/,Fits Bayesian latent eczema severity dynamics; validates personalized future severity trajectories in two studies.,high
ALT-5da29b0ea727,fresh_alternate_public_search,Editorial: The future of oncology: digital twins and precision cancer care.,exclude,not_applicable,no_primary_empirical_evaluation,Is an editorial on oncology digital twins,Contains no primary methods and results evaluation,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC13462063/,Is an editorial on oncology digital twins; contains no primary methods and results evaluation.,high
ALT-95ce497fab31,fresh_alternate_public_search,EE221 ECONOMIC IMPACT OF AN AI-ENABLED DIGITAL TWIN INTERVENTION IN TYPE 2 DIABETES,uncertain,uncertain,inaccessible_full_text,Conference title reports economic effects of a diabetes twin,No stable full methods and results text was accessible,Primary journal article,https://doi.org/10.1016/j.jval.2026.03.516,Conference title reports economic effects of a diabetes twin; no stable full methods and results text was accessible.,low
ALT-daca74f7c431,fresh_alternate_public_search,"Erotic cue exposure increases physiological arousal, biases choices toward immediate rewards, and attenuates model-based reinforcement learning.",exclude,not_applicable,wrong_domain,Models reward learning in healthy participants after erotic cues,Does not model a medical or biomedical health state,Primary journal article,https://doi.org/10.1111/psyp.14381,Models reward learning in healthy participants after erotic cues; does not model a medical or biomedical health state.,high
ALT-3620e85be32e,fresh_alternate_public_search,"Erotic cue exposure increases physiological arousal, biases choices towards immediate rewards and attenuates model-based reinforcement learning",exclude,not_applicable,duplicate_publication,Preprint reports the same behavioral study as row 74,Superseded by the peer-reviewed journal article,Preprint superseded by row 74 journal article,https://doi.org/10.1101/2022.09.04.506507,Preprint reports the same behavioral study as row 74; superseded by the peer-reviewed journal article.,high
ALT-75c423c80690,fresh_alternate_public_search,Exploring the suitability of piecewise-linear dynamical system models for cognitive neural dynamics.,include,empirical,include_empirical,Learns switching latent dynamics of cognitive neural activity,Tests future neural-state prediction on simulated and recorded data,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC12104248/,Learns switching latent dynamics of cognitive neural activity; tests future neural-state prediction on simulated and recorded data.,medium
ALT-27768d84fbdd,fresh_alternate_public_search,Exposure-safety Markov modeling of ocular adverse events in patient populations treated with tisotumab vedotin.,include,empirical,include_empirical,Fits drug-exposure-dependent ocular adverse-event transitions,Evaluates longitudinal severity and recovery dynamics,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC12494607/,Fits drug-exposure-dependent ocular adverse-event transitions; evaluates longitudinal severity and recovery dynamics.,high
ALT-a34805bc05f7,fresh_alternate_public_search,Fast-acting insulin aspart (Fiasp®) improves glycemic outcomes when used with MiniMed,include,empirical,include_empirical,Adapts a diabetes virtual-patient simulator with clinical PK profiles,Validates long-horizon insulin-response simulations against patients,Primary journal article,https://doi.org/10.1016/j.cmpb.2021.106087,Adapts a diabetes virtual-patient simulator with clinical PK profiles; validates long-horizon insulin-response simulations against patients.,high
ALT-ba03c9107843,fresh_alternate_public_search,Fictive Learning in Model-based Reinforcement Learning by Generalized Reward Prediction Errors,exclude,not_applicable,wrong_domain,Models fictive reinforcement learning in a rodent task,The modeled state is behavioral learning rather than health dynamics,Primary preprint record,https://doi.org/10.1101/2025.06.12.659433,Models fictive reinforcement learning in a rodent task; the modeled state is behavioral learning rather than health dynamics.,high
ALT-48d786c52a2b,fresh_alternate_public_search,Foot digital twin and in silico clinical applications,exclude,review,review_not_primary,Reviews foot digital twins and in-silico applications,Learned temporal dynamics are not verifiably central,Primary review or perspective record,https://doi.org/10.1016/b978-0-12-823913-1.00004-x,Reviews foot digital twins and in-silico applications; learned temporal dynamics are not verifiably central.,medium
ALT-0cdd85000e2e,fresh_alternate_public_search,Forecasting Alzheimer’s Disease Progression via Identity-preserved Denoising Diffusion Generative Adversarial Network,include,empirical,include_empirical,Learns subject-specific longitudinal MRI generation,Evaluates temporal biological fidelity and future-scan realism,Primary preprint record,https://doi.org/10.21203/rs.3.rs-7846693/v1,Learns subject-specific longitudinal MRI generation; evaluates temporal biological fidelity and future-scan realism.,high
ALT-f31edb288d07,fresh_alternate_public_search,Forum on immune digital twins: a meeting report.,exclude,not_applicable,no_primary_empirical_evaluation,Is a meeting report and action plan on immune twins,Does not provide a primary dynamics evaluation,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC10873299/,Is a meeting report and action plan on immune twins; does not provide a primary dynamics evaluation.,high
ALT-d0134a879a2c,fresh_alternate_public_search,From digital twins to clinically trustworthy twins: a clinical-claim-based validation framework for personalized digital health.,exclude,review,review_not_primary,Proposes a claim-based validation perspective,Does not substantially synthesize learned simulator studies,Primary review or perspective record,https://pmc.ncbi.nlm.nih.gov/articles/PMC13478302/,Proposes a claim-based validation perspective; does not substantially synthesize learned simulator studies.,high
ALT-4dc856a87102,fresh_alternate_public_search,From mechanistic models to artificial intelligence: exploring the potential of digital twins in geriatric oncology.,exclude,review,review_not_primary,Surveys hybrid twins and gives a synthetic case study,No observed-data learned dynamics evaluation is established,Primary review or perspective record,https://pmc.ncbi.nlm.nih.gov/articles/PMC13443076/,Surveys hybrid twins and gives a synthetic case study; no observed-data learned dynamics evaluation is established.,medium
ALT-f7ef75a1f217,fresh_alternate_public_search,From virtual to reality: innovative practices of digital twins in tumor therapy.,include,review,include_review,Systematically reviews digital twins in tumor therapy,Synthesizes prediction treatment simulation and implementation evidence,Primary review or perspective record,https://pmc.ncbi.nlm.nih.gov/articles/PMC11921680/,Systematically reviews digital twins in tumor therapy; synthesizes prediction treatment simulation and implementation evidence.,high
ALT-ae68eb54e309,fresh_alternate_public_search,Frontoparietal network activity during model-based reinforcement learning updates is reduced among adolescents with severe sexual abuse.,exclude,empirical,no_future_or_action_evaluation,Fits reinforcement-learning behavior in trauma-exposed adolescents,Does not evaluate patient-state trajectories or interventions,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC8195295/,Fits reinforcement-learning behavior in trauma-exposed adolescents; does not evaluate patient-state trajectories or interventions.,high
ALT-04d5c0ebe6f3,fresh_alternate_public_search,Gambling Environment Exposure Increases Temporal Discounting but Improves Model-Based Control in Regular Slot-Machine Gamblers.,exclude,not_applicable,wrong_domain,Studies gambling-context effects on reinforcement learning,Does not model a substantive medical state,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC11104401/,Studies gambling-context effects on reinforcement learning; does not model a substantive medical state.,high
ALT-056bf65776d0,fresh_alternate_public_search,Generating whole-brain neural activity and behavior through unified latent dynamics,include,empirical,include_empirical,Learns joint whole-brain and behavior dynamics in C. elegans,Tests long-horizon generation and targeted in-silico interventions,Primary preprint record,https://doi.org/10.64898/2026.06.05.730482,Learns joint whole-brain and behavior dynamics in C. elegans; tests long-horizon generation and targeted in-silico interventions.,medium
ALT-d95710ea0760,fresh_alternate_public_search,"Generative ""Medical Time Travel"" Simulators for Disease Progression Forecasting",uncertain,uncertain,inaccessible_full_text,Indexed title suggests generative disease-progression simulators,Primary methods and trajectory results were not accessible,Primary conference or chapter record,https://doi.org/10.1109/ciccs66437.2025.11280238,Indexed title suggests generative disease-progression simulators; primary methods and trajectory results were not accessible.,low
ALT-49858f3d90ed,fresh_alternate_public_search,Generative modeling of clinical time series via latent stochastic differential equations.,include,empirical,include_empirical,Learns controlled latent stochastic clinical dynamics,Evaluates multistep physiological forecasts and treatment simulations,Primary journal article,https://doi.org/10.1016/j.jbi.2026.105043,Learns controlled latent stochastic clinical dynamics; evaluates multistep physiological forecasts and treatment simulations.,high
ALT-e36be08e8db3,fresh_alternate_public_search,Generative morphodynamic forecasting enables robust zero-shot volumetric medical segmentation.,exclude,empirical,no_future_or_action_evaluation,Forecasts morphology to support volumetric segmentation,Primary evaluation is segmentation rather than temporal patient dynamics,Primary journal article,https://doi.org/10.1016/j.media.2026.104180,Forecasts morphology to support volumetric segmentation; primary evaluation is segmentation rather than temporal patient dynamics.,high
ALT-0b099473166d,fresh_alternate_public_search,Graph Representation Forecasting of Patient's Medical Conditions: Toward a Digital Twin.,include,empirical,include_empirical,Learns graph-based patient physiological endpoint dynamics,Evaluates future-condition forecasts and transcriptomic integration,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC8481902/,Learns graph-based patient physiological endpoint dynamics; evaluates future-condition forecasts and transcriptomic integration.,high
ALT-1a4671bd7258,fresh_alternate_public_search,Graph representation forecasting of patient’s medical conditions: towards a digital twin,exclude,empirical,duplicate_publication,Reports the same graph digital-twin study as row 92,Superseded by the peer-reviewed journal version,Preprint superseded by row 92 journal article,https://www.medrxiv.org/content/10.1101/2020.09.19.20197764v1,Reports the same graph digital-twin study as row 92; superseded by the peer-reviewed journal version.,high
ALT-46fd7430b78a,fresh_alternate_public_search,Graph-Enhanced Management-Context-Aware Multi-Step Forecasting of Hourly Sensor-Derived Physiological and Behavioral Indicators in Hu Sheep,exclude,not_applicable,wrong_domain,Forecasts farm-sheep behavior and physiology,The application is livestock management rather than medicine,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC13255599/,Forecasts farm-sheep behavior and physiology; the application is livestock management rather than medicine.,high
ALT-f7c03f16c952,fresh_alternate_public_search,Healthcare cyberspace: medical cyber physical system in digital twin,exclude,review,review_not_primary,Provides a medical cyber-physical systems chapter,Learned transition evidence is not verifiably central,Primary review or perspective record,https://doi.org/10.1049/pbhe046e_ch7,Provides a medical cyber-physical systems chapter; learned transition evidence is not verifiably central.,medium
ALT-77e8f9271a36,fresh_alternate_public_search,Hierarchical Bayesian modelling of disease progression to inform clinical trial design in centronuclear myopathy.,include,empirical,include_empirical,Fits patient-specific Bayesian myopathy progression,Predicts untreated trajectories for treatment-response assessment,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC7789189/,Fits patient-specific Bayesian myopathy progression; predicts untreated trajectories for treatment-response assessment.,high
ALT-11ca23d625dd,fresh_alternate_public_search,How to improve statistical power in a trial with SCA2 patients using natural history data.,include,empirical,include_empirical,Learns SCA2 disease-course trajectories from natural history data,Evaluates model-assisted trial power and treatment inference,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC13072621/,Learns SCA2 disease-course trajectories from natural history data; evaluates model-assisted trial power and treatment inference.,high
ALT-d527b2b5e8f4,fresh_alternate_public_search,Human Digital Twin for Personalized Elderly Type 2 Diabetes Management.,include,empirical,include_empirical,Learns an adaptive elderly diabetes patient model,Tests forecasting and model-predictive insulin control in patients,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC10056736/,Learns an adaptive elderly diabetes patient model; tests forecasting and model-predictive insulin control in patients.,high
ALT-cf089f5a91f0,fresh_alternate_public_search,Hybrid deep learning-mechanistic modeling of cellular dynamics from a spatiotemporal single-cell atlas.,include,empirical,include_empirical,Learns latent neural ODE cellular developmental dynamics,Validates temporal trajectories on spatiotemporal single-cell data,Primary journal article,https://doi.org/10.1101/2025.10.02.679951,Learns latent neural ODE cellular developmental dynamics; validates temporal trajectories on spatiotemporal single-cell data.,high
ALT-3ab5d5dbce77,fresh_alternate_public_search,IDDF2023-ABS-0192 Multi-omics landscape of disease progression characterized by an interpretable multimodal model vec3d,exclude,not_applicable,no_primary_empirical_evaluation,Conference abstract title suggests a multimodal progression model,Insufficient methods and results establish operational dynamics evaluation,Primary conference or chapter record,https://doi.org/10.1136/gutjnl-2023-iddf.203,Conference abstract title suggests a multimodal progression model; insufficient methods and results establish operational dynamics evaluation.,medium
ALT-ad2c2c11044d,fresh_alternate_public_search,Inferring Trajectories of Psychotic Disorders Using Dynamic Causal Modeling.,include,empirical,include_empirical,Fits dynamic causal symptom-course models to longitudinal patients,Validates latent trajectory recovery with empirical and simulated data,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC11104383/,Fits dynamic causal symptom-course models to longitudinal patients; validates latent trajectory recovery with empirical and simulated data.,high
ALT-d3993e000d34,fresh_alternate_public_search,Integrated Longitudinal Population Dose-Hemoglobin Response of Daprodustat Following Dose Titration in Patients With Anemia in Chronic Kidney Disease.,include,empirical,include_empirical,Fits longitudinal dose-hemoglobin response dynamics,Recalibrates and simulates dose-titration trajectories,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC11835430/,Fits longitudinal dose-hemoglobin response dynamics; recalibrates and simulates dose-titration trajectories.,high
ALT-8e4690fb56cd,fresh_alternate_public_search,Interpretable learning of temporal cellular dynamics from single-cell data.,include,empirical,include_empirical,Learns neural ODE cellular transition dynamics,Benchmarks reconstructed transitions and regulatory interactions,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC13030976/,Learns neural ODE cellular transition dynamics; benchmarks reconstructed transitions and regulatory interactions.,high
ALT-6b7467bd30eb,fresh_alternate_public_search,Is San Diego California on Track to Reach HCV Elimination? A Modeling Analysis of Combination Prevention Strategies.,include,empirical,include_empirical,Calibrates HCV transmission and progression dynamics to local data,Projects infections mortality and intervention scale-up scenarios,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC11680419/,Calibrates HCV transmission and progression dynamics to local data; projects infections mortality and intervention scale-up scenarios.,high
ALT-6a64d732fb1e,fresh_alternate_public_search,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,include,empirical,include_empirical,Learns Koopman latent EEG dynamics in Parkinson disease,Evaluates stimulation-conditioned dynamical changes,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC12116581/,Learns Koopman latent EEG dynamics in Parkinson disease; evaluates stimulation-conditioned dynamical changes.,medium
ALT-1989194480f7,fresh_alternate_public_search,Latent process model of the 6-minute walk test in Duchenne muscular dystrophy : A Bayesian approach to quantifying rare disease progression.,include,empirical,include_empirical,Fits Bayesian latent DMD walking progression,Evaluates predicted longitudinal clinical-endpoint trajectories,Primary journal article,https://doi.org/10.1007/s10928-020-09671-7,Fits Bayesian latent DMD walking progression; evaluates predicted longitudinal clinical-endpoint trajectories.,high
ALT-d03766bf85b3,fresh_alternate_public_search,Learning Covariate Relations in Disease Progression Models Using Symbolic Neural Networks.,include,empirical,include_empirical,Learns covariate-dependent Markov disease transitions,Tests predictive fit and interpretable progression relations,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC13014801/,Learns covariate-dependent Markov disease transitions; tests predictive fit and interpretable progression relations.,high
ALT-ea4b3285b2fe,fresh_alternate_public_search,Learning Temporal Basis Vectors for Closed-Loop Neural Stimulation.,include,empirical,include_empirical,Learns neural-response dynamics conditioned on stimulation,Evaluates forecasts for closed-loop control,Primary journal article,https://doi.org/10.1109/embc58623.2025.11254522,Learns neural-response dynamics conditioned on stimulation; evaluates forecasts for closed-loop control.,high
ALT-792483034b08,fresh_alternate_public_search,LNODE: Uncovering the Latent Dynamics of A β in Alzheimer's Disease.,include,empirical,include_empirical,Fits latent network ODE amyloid dynamics to PET data,Evaluates longitudinal fit and progression subtypes,Primary conference or chapter record,https://pmc.ncbi.nlm.nih.gov/articles/PMC12784421/,Fits latent network ODE amyloid dynamics to PET data; evaluates longitudinal fit and progression subtypes.,high
ALT-7109e80d2138,fresh_alternate_public_search,Longitudinal Synthetic Data Generation by Artificial Intelligence to Accelerate Clinical and Translational Research in Breast Cancer.,exclude,empirical,no_future_or_action_evaluation,Generates synthetic longitudinal breast-cancer records,Evaluates data fidelity and utility without direct dynamics rollouts,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC12614387/,Generates synthetic longitudinal breast-cancer records; evaluates data fidelity and utility without direct dynamics rollouts.,medium
ALT-d6abe9c98cda,fresh_alternate_public_search,Mapping the future of medicine through digital twins.,include,review,include_review,Surveys medical digital twins across clinical specialties,Centrally reviews dynamic prediction simulation and intervention approaches,Primary review or perspective record,https://pmc.ncbi.nlm.nih.gov/articles/PMC13167218/,Surveys medical digital twins across clinical specialties; centrally reviews dynamic prediction simulation and intervention approaches.,medium
ALT-e928d3e6cc41,fresh_alternate_public_search,Maximizing Knowledge Extraction From Patient-Reported Outcome Data Using Exposure-Outcome Item Response Modeling Approach: Understanding Efavirenz-Induced Central Nervous System Toxicity.,include,empirical,include_empirical,Fits exposure-dependent latent symptom progression,Evaluates longitudinal drug-toxicity time courses,Primary journal article,https://doi.org/10.1002/jcph.1570,Fits exposure-dependent latent symptom progression; evaluates longitudinal drug-toxicity time courses.,high
ALT-6d957ad1c16c,fresh_alternate_public_search,Med-Real2Sim: Non-Invasive Medical Digital Twins using Physics-Informed Self-Supervised Learning and Virtual Patient Breathing Simulator using VR,include,empirical,include_empirical,Infers patient hemodynamic twin parameters from noninvasive data,Tests disease detection and in-silico intervention trials,Primary journal article,https://arxiv.org/html/2403.00177v3,Infers patient hemodynamic twin parameters from noninvasive data; tests disease detection and in-silico intervention trials.,high
ALT-467729658e57,fresh_alternate_public_search,Medical digital twin insights: Enhancing cancer treatment through generative modeling.,include,review,include_review,Reviews generative cancer digital-twin modeling,Synthesizes disease progression and treatment-response simulation,Primary review or perspective record,https://doi.org/10.1016/j.compbiolchem.2026.109074,Reviews generative cancer digital-twin modeling; synthesizes disease progression and treatment-response simulation.,medium
ALT-a864b2e17b7a,fresh_alternate_public_search,Medical Digital Twin: A Review on Technical Principles and Clinical Applications.,include,review,include_review,Reviews technical principles and clinical medical-twin applications,Covers learned prediction simulation and adaptive use cases,Primary review or perspective record,https://pmc.ncbi.nlm.nih.gov/articles/PMC11765765/,Reviews technical principles and clinical medical-twin applications; covers learned prediction simulation and adaptive use cases.,medium
ALT-e1af18d97abc,fresh_alternate_public_search,Medical digital twins: enabling precision medicine and medical artificial intelligence.,exclude,review,review_not_primary,Defines medical digital-twin components and policy issues,Does not substantially synthesize learned dynamics evidence,Primary review or perspective record,https://pmc.ncbi.nlm.nih.gov/articles/PMC12412312/,Defines medical digital-twin components and policy issues; does not substantially synthesize learned dynamics evidence.,high
ALT-e81d9308267a,fresh_alternate_public_search,Medical sensor network and machine learning-enabled digital twins for diagnostic and therapeutic purposes,exclude,review,review_not_primary,Describes sensor and machine-learning twin technologies,Operational learned dynamics evidence is not verifiably central,Primary review or perspective record,https://doi.org/10.1016/b978-0-443-30300-5.00009-9,Describes sensor and machine-learning twin technologies; operational learned dynamics evidence is not verifiably central.,medium
ALT-654a209caf98,fresh_alternate_public_search,Model-informed Clinical Trial Design for Autosomal Dominant Tubulointerstitial Kidney Disease: Integrating Disease Progression and Trial Simulation,exclude,empirical,duplicate_publication,Reports the ADTKD progression and trial-simulation work,Superseded by the complete journal article in row 27,Conference version superseded by row 27 journal article,https://doi.org/10.70534/tixj4043,Reports the ADTKD progression and trial-simulation work; superseded by the complete journal article in row 27.,high
ALT-95bfe14c6a9e,fresh_alternate_public_search,"Modeling and Remodeling the Cell: How Digital Twins and HCMV Can Elucidate the Complex Interactions of Viral Latency, Epigenetic Regulation, and Immune Responses.",exclude,review,review_not_primary,Discusses immune digital twins for HCMV biology,Learned transition systems are not a central synthesized category,Primary review or perspective record,https://pmc.ncbi.nlm.nih.gov/articles/PMC10601359/,Discusses immune digital twins for HCMV biology; learned transition systems are not a central synthesized category.,medium
ALT-bf194e895160,fresh_alternate_public_search,Modeling Disease Progression with Generative Time Series Models: A New Approach to Complex Disease Trajectories,uncertain,uncertain,inaccessible_full_text,Title suggests a generative disease-trajectory methods chapter,Primary content was unavailable to verify review eligibility,Primary conference or chapter record,https://doi.org/10.1201/9781003602088-5,Title suggests a generative disease-trajectory methods chapter; primary content was unavailable to verify review eligibility.,low
ALT-48f2148b8918,fresh_alternate_public_search,Modeling neural coding in the auditory midbrain with high resolution and accuracy,exclude,empirical,duplicate_publication,Reports the same ICNet auditory dynamics study as row 122,Superseded by the peer-reviewed journal article,Preprint superseded by row 122 journal article,https://www.biorxiv.org/content/10.1101/2024.06.17.599294v1,Reports the same ICNet auditory dynamics study as row 122; superseded by the peer-reviewed journal article.,high
ALT-21155df63ca2,fresh_alternate_public_search,Modelling neural coding in the auditory midbrain with high resolution and accuracy.,include,empirical,include_empirical,Learns neural response dynamics from intracranial recordings,Validates simulated responses across complex sounds,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC12460167/,Learns neural response dynamics from intracranial recordings; validates simulated responses across complex sounds.,high
ALT-772584a789d2,fresh_alternate_public_search,Multi-Objective Model-based Reinforcement Learning for Infectious Disease Control,include,empirical,include_empirical,Learns a Bayesian epidemic environment model at decision points,Evaluates multi-objective policy planning under uncertainty,Primary journal article,https://europepmc.org/article/PPR/PPR597469,Learns a Bayesian epidemic environment model at decision points; evaluates multi-objective policy planning under uncertainty.,high
ALT-87a660788a1b,fresh_alternate_public_search,Multiscale mathematical model-informed reinforcement learning optimizes combination treatment scheduling in glioblastoma evolution.,exclude,empirical,no_learned_dynamics,Learns a surrogate only from a hand-built tumor simulator,Treatment planning is not grounded in observed-data transition learning,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC13155510/,Learns a surrogate only from a hand-built tumor simulator; treatment planning is not grounded in observed-data transition learning.,high
ALT-c8668820c69c,fresh_alternate_public_search,Myo-ODE: continuous-time trajectory reconstruction and risk prediction of high myopia via neural ordinary differential equations.,include,empirical,include_empirical,Learns continuous refractive-state dynamics with a neural ODE,Evaluates interpolation extrapolation and future myopia risk,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC13391581/,Learns continuous refractive-state dynamics with a neural ODE; evaluates interpolation extrapolation and future myopia risk.,high
ALT-a5b2a549c79e,fresh_alternate_public_search,Neurobiologically realistic neural network enables cross-scale modeling of neural dynamics.,include,empirical,include_empirical,Learns cross-scale neural population dynamics,Tests reconstruction and prediction of synchronous activity,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC10907713/,Learns cross-scale neural population dynamics; tests reconstruction and prediction of synchronous activity.,high
ALT-e32f66429421,fresh_alternate_public_search,New PK/PD model directly links diabetes drug dose to blood glucose level for personalized care.,include,empirical,include_empirical,Fits personalized dose-glucose PK-PD dynamics,Validates long-term drug-response prediction and dose optimization,Primary journal article,https://pubmed.ncbi.nlm.nih.gov/37128362/,Fits personalized dose-glucose PK-PD dynamics; validates long-term drug-response prediction and dose optimization.,high
ALT-ae6a889ecec3,fresh_alternate_public_search,Operations (Management) Warp Speed: Parsimonious Design for Rapid Deployment of Hospital Prediction and Decision Support Framework during a Pandemic,include,empirical,include_empirical,Fits hospital disease-progression and patient-flow dynamics,Evaluates forecasts and operational decisions during a pandemic,Primary journal article,https://doi.org/10.2139/ssrn.3815418,Fits hospital disease-progression and patient-flow dynamics; evaluates forecasts and operational decisions during a pandemic.,medium
ALT-e09335683ce3,fresh_alternate_public_search,Optical compression of multimodal clinical data into a unified visual memory for generative trajectory forecasting,include,empirical,include_empirical,Learns multimodal ICU trajectory dynamics in visual-token space,Internally validates generative future clinical trajectories,Primary preprint record,https://doi.org/10.64898/2026.09.03.26361736,Learns multimodal ICU trajectory dynamics in visual-token space; internally validates generative future clinical trajectories.,medium
ALT-b062a5a9fbf8,fresh_alternate_public_search,Optimized glycemic control of type 2 diabetes with reinforcement learning: a proof-of-concept trial.,include,empirical,include_empirical,Learns a patient interaction model for insulin control,Validates simulated recommendations and proof-of-concept clinical outcomes,Primary journal article,https://pmc.ncbi.nlm.nih.gov/articles/PMC10579102/,Learns a patient interaction model for insulin control; validates simulated recommendations and proof-of-concept clinical outcomes.,high
ALT-ffa943add08e,fresh_alternate_public_search,Paracetamol Concentrations and Time-Course of Ductus Arteriosus Diameter in Extremely Preterm Neonates: A Population Pharmacokinetic-Pharmacodynamic Analysis.,include,empirical,include_empirical,Fits neonatal paracetamol and ductus-diameter dynamics,Simulates dose-conditioned time courses in virtual patients,Primary journal article,https://doi.org/10.1007/s40262-025-01567-4,Fits neonatal paracetamol and ductus-diameter dynamics; simulates dose-conditioned time courses in virtual patients.,high
ALT-23f67b6e2f8e,fresh_alternate_public_search,"Patient-specific digital twins in aortic disease: integrating computational hemodynamics, immune profiling, and precision endovascular strategy.",include,review,include_review,Reviews patient-specific aortic digital-twin architectures,Synthesizes hemodynamic progression and intervention simulation approaches,Primary review or perspective record,https://pmc.ncbi.nlm.nih.gov/articles/PMC13199329/,Reviews patient-specific aortic digital-twin architectures; synthesizes hemodynamic progression and intervention simulation approaches.,medium
ALT-9944b3605899,fresh_alternate_public_search,"Personalised digital twin models for Trypanosoma cruzi : improving prognosis, therapy, and long-term complications",uncertain,uncertain,inaccessible_full_text,Title indicates personalized Chagas disease digital twins,Methods results and article type could not be verified,Primary journal article,https://doi.org/10.1080/27525783.2026.2731285,Title indicates personalized Chagas disease digital twins; methods results and article type could not be verified.,low
ALT-bf936bea3ffc,fresh_alternate_public_search,Personalized Input-Output Hidden Markov Models for Disease Progression Modeling,include,empirical,include_empirical,Learns personalized input-output hidden Markov disease transitions,Evaluates future states and medication effects on Parkinson datasets,Primary journal article,https://doi.org/10.1101/2020.07.17.20153510,Learns personalized input-output hidden Markov disease transitions; evaluates future states and medication effects on Parkinson datasets.,high
ALT-4641ca006956,fresh_alternate_public_search,Physiological Vital Time Series Forecasting using Fractional Calculus and Deep Neural Network,include,empirical,include_empirical,Learns multistep vital-sign dynamics with deep networks,Evaluates 7- to 30-minute physiological trajectories,Primary preprint record,https://doi.org/10.21203/rs.3.rs-4117200/v1,Learns multistep vital-sign dynamics with deep networks; evaluates 7- to 30-minute physiological trajectories.,high
ALT-e55bda8afb75,fresh_alternate_public_search,Physiology-based patient simulator for blood pressure meter testing,exclude,empirical,no_learned_dynamics,Uses a physiology-based blood-pressure simulator,Does not establish data-fitted transition dynamics,Primary journal article,https://doi.org/10.1016/j.measen.2021.100260,Uses a physiology-based blood-pressure simulator; does not establish data-fitted transition dynamics.,medium
ALT-e1f3bd53960a,fresh_alternate_public_search,PINN-EM: Physics-Guided Disease Progression Model of Geographic Atrophy.,include,empirical,include_empirical,Fits patient-specific PDE progression from serial OCT,Evaluates extrapolated geographic-atrophy trajectories,Primary journal article,https://doi.org/10.1109/tbme.2026.3655164,Fits patient-specific PDE progression from serial OCT; evaluates extrapolated geographic-atrophy trajectories.,high
ALT-bad670da34b0,fresh_alternate_public_search,Potential applications of digital twin in medical care,exclude,review,review_not_primary,Provides a broad medical digital-twin applications chapter,Learned dynamics evidence is not verifiably central,Primary review or perspective record,https://doi.org/10.1016/b978-0-32-399163-6.00016-0,Provides a broad medical digital-twin applications chapter; learned dynamics evidence is not verifiably central.,medium
ALT-8dac0de7b939,fresh_alternate_public_search,Potential of Interactive VR and Digital Twin for Drug Development and Clinical Trials,exclude,review,review_not_primary,Discusses VR and digital twins for trials,Does not substantially synthesize learned transition evaluations,Primary review or perspective record,https://doi.org/10.1002/9781394315680.ch8,Discusses VR and digital twins for trials; does not substantially synthesize learned transition evaluations.,medium
