candidate_id,title,field,reviewer_a,reviewer_b,reviewer_a_notes,reviewer_b_notes,reviewer_a_anchors,reviewer_b_anchors
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,external_evidence,1,2,"Held-out animals are adapted through data assimilation, so external evidence is 1 rather than frozen validation. Stochastic latent sampling is an uncertainty proxy without calibration. Interventions are latent manipulations with no real action comparator, physiological dose validation, decision outcome or safety test.","The held-out animal is evaluated before subsequent assimilation, supporting a frozen population-transfer result, while adapted results are distinguished. Virtual drug action is a latent model perturbation, not administered treatment. Variational uncertainty is not formal calibration; no code, weights, causal estimand, or safety test was reported.","PMC11811282 Methods: leave-one-animal-out ECoG training, online data assimilation and z1/z2/z3 virtual interventions; Figs. 2-5 and Table 1 report prediction, latent organization and intervention classification; public h-idei/pvrnn_sa code.","Methods describe 4 macaques, 20 ECoG channels/10 regions, hierarchical z1/z2/z3 V-RNN, four-fold held-out-animal evaluation, rolling-500-observation/100-update assimilation, and virtual intervention; Results and supplement report power spectra, connectivity, latent clusters, 1-100-step prediction error, and 2,000-step virtual intervention."
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,decision_evidence,0,1,"Held-out animals are adapted through data assimilation, so external evidence is 1 rather than frozen validation. Stochastic latent sampling is an uncertainty proxy without calibration. Interventions are latent manipulations with no real action comparator, physiological dose validation, decision outcome or safety test.","The held-out animal is evaluated before subsequent assimilation, supporting a frozen population-transfer result, while adapted results are distinguished. Virtual drug action is a latent model perturbation, not administered treatment. Variational uncertainty is not formal calibration; no code, weights, causal estimand, or safety test was reported.","PMC11811282 Methods: leave-one-animal-out ECoG training, online data assimilation and z1/z2/z3 virtual interventions; Figs. 2-5 and Table 1 report prediction, latent organization and intervention classification; public h-idei/pvrnn_sa code.","Methods describe 4 macaques, 20 ECoG channels/10 regions, hierarchical z1/z2/z3 V-RNN, four-fold held-out-animal evaluation, rolling-500-observation/100-update assimilation, and virtual intervention; Results and supplement report power spectra, connectivity, latent clusters, 1-100-step prediction error, and 2,000-step virtual intervention."
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,reproducibility_evidence,2,1,"Held-out animals are adapted through data assimilation, so external evidence is 1 rather than frozen validation. Stochastic latent sampling is an uncertainty proxy without calibration. Interventions are latent manipulations with no real action comparator, physiological dose validation, decision outcome or safety test.","The held-out animal is evaluated before subsequent assimilation, supporting a frozen population-transfer result, while adapted results are distinguished. Virtual drug action is a latent model perturbation, not administered treatment. Variational uncertainty is not formal calibration; no code, weights, causal estimand, or safety test was reported.","PMC11811282 Methods: leave-one-animal-out ECoG training, online data assimilation and z1/z2/z3 virtual interventions; Figs. 2-5 and Table 1 report prediction, latent organization and intervention classification; public h-idei/pvrnn_sa code.","Methods describe 4 macaques, 20 ECoG channels/10 regions, hierarchical z1/z2/z3 V-RNN, four-fold held-out-animal evaluation, rolling-500-observation/100-update assimilation, and virtual intervention; Results and supplement report power spectra, connectivity, latent clusters, 1-100-step prediction error, and 2,000-step virtual intervention."
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,horizon_resolved_results,no,yes,"Held-out animals are adapted through data assimilation, so external evidence is 1 rather than frozen validation. Stochastic latent sampling is an uncertainty proxy without calibration. Interventions are latent manipulations with no real action comparator, physiological dose validation, decision outcome or safety test.","The held-out animal is evaluated before subsequent assimilation, supporting a frozen population-transfer result, while adapted results are distinguished. Virtual drug action is a latent model perturbation, not administered treatment. Variational uncertainty is not formal calibration; no code, weights, causal estimand, or safety test was reported.","PMC11811282 Methods: leave-one-animal-out ECoG training, online data assimilation and z1/z2/z3 virtual interventions; Figs. 2-5 and Table 1 report prediction, latent organization and intervention classification; public h-idei/pvrnn_sa code.","Methods describe 4 macaques, 20 ECoG channels/10 regions, hierarchical z1/z2/z3 V-RNN, four-fold held-out-animal evaluation, rolling-500-observation/100-update assimilation, and virtual intervention; Results and supplement report power spectra, connectivity, latent clusters, 1-100-step prediction error, and 2,000-step virtual intervention."
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,frozen_external_validation,no,yes,"Held-out animals are adapted through data assimilation, so external evidence is 1 rather than frozen validation. Stochastic latent sampling is an uncertainty proxy without calibration. Interventions are latent manipulations with no real action comparator, physiological dose validation, decision outcome or safety test.","The held-out animal is evaluated before subsequent assimilation, supporting a frozen population-transfer result, while adapted results are distinguished. Virtual drug action is a latent model perturbation, not administered treatment. Variational uncertainty is not formal calibration; no code, weights, causal estimand, or safety test was reported.","PMC11811282 Methods: leave-one-animal-out ECoG training, online data assimilation and z1/z2/z3 virtual interventions; Figs. 2-5 and Table 1 report prediction, latent organization and intervention classification; public h-idei/pvrnn_sa code.","Methods describe 4 macaques, 20 ECoG channels/10 regions, hierarchical z1/z2/z3 V-RNN, four-fold held-out-animal evaluation, rolling-500-observation/100-update assimilation, and virtual intervention; Results and supplement report power spectra, connectivity, latent clusters, 1-100-step prediction error, and 2,000-step virtual intervention."
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,action_agnostic_comparator,no,yes,"Held-out animals are adapted through data assimilation, so external evidence is 1 rather than frozen validation. Stochastic latent sampling is an uncertainty proxy without calibration. Interventions are latent manipulations with no real action comparator, physiological dose validation, decision outcome or safety test.","The held-out animal is evaluated before subsequent assimilation, supporting a frozen population-transfer result, while adapted results are distinguished. Virtual drug action is a latent model perturbation, not administered treatment. Variational uncertainty is not formal calibration; no code, weights, causal estimand, or safety test was reported.","PMC11811282 Methods: leave-one-animal-out ECoG training, online data assimilation and z1/z2/z3 virtual interventions; Figs. 2-5 and Table 1 report prediction, latent organization and intervention classification; public h-idei/pvrnn_sa code.","Methods describe 4 macaques, 20 ECoG channels/10 regions, hierarchical z1/z2/z3 V-RNN, four-fold held-out-animal evaluation, rolling-500-observation/100-update assimilation, and virtual intervention; Results and supplement report power spectra, connectivity, latent clusters, 1-100-step prediction error, and 2,000-step virtual intervention."
MWM-X1305C7353F,Digital twin brain simulator for real-time consciousness monitoring and virtual intervention using primate electrocorticogram data,public_code,yes,no,"Held-out animals are adapted through data assimilation, so external evidence is 1 rather than frozen validation. Stochastic latent sampling is an uncertainty proxy without calibration. Interventions are latent manipulations with no real action comparator, physiological dose validation, decision outcome or safety test.","The held-out animal is evaluated before subsequent assimilation, supporting a frozen population-transfer result, while adapted results are distinguished. Virtual drug action is a latent model perturbation, not administered treatment. Variational uncertainty is not formal calibration; no code, weights, causal estimand, or safety test was reported.","PMC11811282 Methods: leave-one-animal-out ECoG training, online data assimilation and z1/z2/z3 virtual interventions; Figs. 2-5 and Table 1 report prediction, latent organization and intervention classification; public h-idei/pvrnn_sa code.","Methods describe 4 macaques, 20 ECoG channels/10 regions, hierarchical z1/z2/z3 V-RNN, four-fold held-out-animal evaluation, rolling-500-observation/100-update assimilation, and virtual intervention; Results and supplement report power spectra, connectivity, latent clusters, 1-100-step prediction error, and 2,000-step virtual intervention."
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,causal_evidence,NA,1,"Horizon-resolved multi-step prediction supports rollout evidence 2. LQR is evaluated only as abstract latent identity control, so action and decision evidence remain limited. Bounded control is a safety proxy without physiological constraints or adverse-event testing. Full EEG is request-based and no external cohort exists.","Observed GVS conditions provide partial causal support for stimulation-associated differences, but the LQR action and steering result remain model simulations without an explicit treatment estimand or real model-directed intervention. There is no external validation, calibrated uncertainty, or stimulation-hazard evaluation.","PMC12116581 Methods: subject-level six-fold CV, Deep Koopman and LQR; Fig. 4 reports NMSE through 15 prediction steps; Fig. 8 compares controlled and uncontrolled latent trajectories; official DeepKoopman_PD repository includes code and sample data.","Methods report 18 PD and 18 control participants, subject-level six-fold splits, three-dimensional Koopman state, 1-15-step m-step prediction, and LQR; Results report horizon-specific NMSE, observed sham/GVS1/GVS2 and medication contrasts, spatial maps, motor correlations, and controlled-versus-uncontrolled LQR trajectories; Code Availability reports a public repository."
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,safety_evidence,1,0,"Horizon-resolved multi-step prediction supports rollout evidence 2. LQR is evaluated only as abstract latent identity control, so action and decision evidence remain limited. Bounded control is a safety proxy without physiological constraints or adverse-event testing. Full EEG is request-based and no external cohort exists.","Observed GVS conditions provide partial causal support for stimulation-associated differences, but the LQR action and steering result remain model simulations without an explicit treatment estimand or real model-directed intervention. There is no external validation, calibrated uncertainty, or stimulation-hazard evaluation.","PMC12116581 Methods: subject-level six-fold CV, Deep Koopman and LQR; Fig. 4 reports NMSE through 15 prediction steps; Fig. 8 compares controlled and uncontrolled latent trajectories; official DeepKoopman_PD repository includes code and sample data.","Methods report 18 PD and 18 control participants, subject-level six-fold splits, three-dimensional Koopman state, 1-15-step m-step prediction, and LQR; Results report horizon-specific NMSE, observed sham/GVS1/GVS2 and medication contrasts, spatial maps, motor correlations, and controlled-versus-uncontrolled LQR trajectories; Code Availability reports a public repository."
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,explicit_causal_estimand,NA,no,"Horizon-resolved multi-step prediction supports rollout evidence 2. LQR is evaluated only as abstract latent identity control, so action and decision evidence remain limited. Bounded control is a safety proxy without physiological constraints or adverse-event testing. Full EEG is request-based and no external cohort exists.","Observed GVS conditions provide partial causal support for stimulation-associated differences, but the LQR action and steering result remain model simulations without an explicit treatment estimand or real model-directed intervention. There is no external validation, calibrated uncertainty, or stimulation-hazard evaluation.","PMC12116581 Methods: subject-level six-fold CV, Deep Koopman and LQR; Fig. 4 reports NMSE through 15 prediction steps; Fig. 8 compares controlled and uncontrolled latent trajectories; official DeepKoopman_PD repository includes code and sample data.","Methods report 18 PD and 18 control participants, subject-level six-fold splits, three-dimensional Koopman state, 1-15-step m-step prediction, and LQR; Results report horizon-specific NMSE, observed sham/GVS1/GVS2 and medication contrasts, spatial maps, motor correlations, and controlled-versus-uncontrolled LQR trajectories; Code Availability reports a public repository."
MWM-X21155DF63C,Modelling neural coding in the auditory midbrain with high resolution and accuracy.,dynamics_evidence,1,2,"ICNet is a high-quality stimulus-conditioned observation model, not a recursive state-transition rollout. New-animal transfer fits a decoder, so it is adapted external evidence. Predictive distributions and bootstrap CIs lack formal calibration. ASR is a downstream probe, not clinical decision utility.","ICNet predicts full response sequences conditional on the complete exogenous sound, so it is action/stimulus-conditioned but not autonomous free-running rollout. Cross-animal evidence requires decoder adaptation and is not frozen external validation. Controlled stimulus manipulations count as action perturbations, but there is no action-agnostic comparator framed for the claimed conditional model.","PMC12460167 Results Figs. 1-5 and Methods: unseen sounds, held-out animals, response-distribution metrics and neurophysiology tests; Data/Code Availability; official ICNet repository provides pretrained weights and executable notebook.","Methods describe 14 gerbils, high-resolution sound/MUA alignment, 64-dimensional bottleneck, categorical 0-4 event-count decoder, held-out sounds, random 10% validation, leave-one-animal encoder freezing with decoder adaptation, and bootstrap=1,000; Results evaluate RMSE, likelihood, Fano factor, explainable variance, forward masking, and adaptation; official ICNet repository includes code, config, examples, and DNN/model_weights.hdf5."
MWM-XB062A5A9FB,Optimized glycemic control of type 2 diabetes with reinforcement learning: a proof-of-concept trial.,rollout_evidence,1,2,"Strongest evidence in the batch for external, real decision and safety evaluation. Rollout is one day at fixed K=7, with no multi-horizon degradation or formal calibration. WIS and the single-arm trial support only partial causal validity; no explicit target-policy estimand or complete time-varying-confounding/overlap analysis is reported.","This is the strongest real closed-loop evidence in the batch, but the clinical trial is a small single-arm before/after feasibility study, not randomized policy comparison. Weighted interval score is uncertainty evaluation but not formal calibration. No action-removal/shuffle or randomized dose perturbation supports action-evidence level 2.","PMC10579102 Fig. 1 and Extended Data Fig. 1 define recurrent K=7 planning; Figs. 2-4 report frozen internal/external prediction and policy tests; Methods and Extended Data describe physician review, deployment, 16-patient trial, hazards, override and statistics; code/model/data package is public.","Methods report 12,981 inpatients/119,941 patient-days, seven daily periods, transformer patient model, model-based RL, patient-level internal and frozen external-hospital validation, physician review, 20-patient prospective deployment, and NCT05409391; trial Results report 16 patients, glucose reduction from 11.1±3.6 to 8.6±2.4 mmol/L (P<0.01), physician override, and no severe hypoglycemia or hyperglycemia with ketosis; Data/Code Availability reports RL-DITR and a minimum Zenodo dataset."
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,dynamics_evidence,1,2,"Action evidence is strong because dose and timing are explicitly perturbed against natural progression. Causal evidence remains partial: effects are generated from assumed ODE structure without treatment-confounding identification. Independent-cohort validation concerns disease severity rather than intervention response, and frozen status was not verifiable because the supplement was inaccessible. No code or hazard model.","The paper defines a clear no-treatment versus dose/timing intervention contrast, but no treated outcomes identify that contrast. Causal evidence is therefore partial: confounding, empirical overlap, and treatment-effect validation are unavailable. Long trajectories are generated, but performance degradation is not reported at multiple rollout horizons. No code, trained parameters, formal calibration, or safety model was found.","PMC8168944 Methods: 442-person ADNI cohort, latent ODE and intervention definition; Figs. 3-7 and Table 2 compare placebo with 50%/100% lowering across intervention years and sample sizes; Discussion states a conditional causal interpretation and cautions about unmodeled mechanisms; supplement link could not be retrieved.","Methods define 442 amyloid-positive ADNI participants/2,781 observations, irregular multimodal data, four coupled latent disease components, Gaussian decoders, and intervention simulation; Results figures compare natural history with 50%/100% amyloid lowering over intervention times and long disease-course trajectories; Discussion explicitly bounds conclusions as hypothetical model-based scenarios."
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,reproducibility_evidence,1,0,"Action evidence is strong because dose and timing are explicitly perturbed against natural progression. Causal evidence remains partial: effects are generated from assumed ODE structure without treatment-confounding identification. Independent-cohort validation concerns disease severity rather than intervention response, and frozen status was not verifiable because the supplement was inaccessible. No code or hazard model.","The paper defines a clear no-treatment versus dose/timing intervention contrast, but no treated outcomes identify that contrast. Causal evidence is therefore partial: confounding, empirical overlap, and treatment-effect validation are unavailable. Long trajectories are generated, but performance degradation is not reported at multiple rollout horizons. No code, trained parameters, formal calibration, or safety model was found.","PMC8168944 Methods: 442-person ADNI cohort, latent ODE and intervention definition; Figs. 3-7 and Table 2 compare placebo with 50%/100% lowering across intervention years and sample sizes; Discussion states a conditional causal interpretation and cautions about unmodeled mechanisms; supplement link could not be retrieved.","Methods define 442 amyloid-positive ADNI participants/2,781 observations, irregular multimodal data, four coupled latent disease components, Gaussian decoders, and intervention simulation; Results figures compare natural history with 50%/100% amyloid lowering over intervention times and long disease-course trajectories; Discussion explicitly bounds conclusions as hypothetical model-based scenarios."
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,horizon_resolved_results,yes,no,"Action evidence is strong because dose and timing are explicitly perturbed against natural progression. Causal evidence remains partial: effects are generated from assumed ODE structure without treatment-confounding identification. Independent-cohort validation concerns disease severity rather than intervention response, and frozen status was not verifiable because the supplement was inaccessible. No code or hazard model.","The paper defines a clear no-treatment versus dose/timing intervention contrast, but no treated outcomes identify that contrast. Causal evidence is therefore partial: confounding, empirical overlap, and treatment-effect validation are unavailable. Long trajectories are generated, but performance degradation is not reported at multiple rollout horizons. No code, trained parameters, formal calibration, or safety model was found.","PMC8168944 Methods: 442-person ADNI cohort, latent ODE and intervention definition; Figs. 3-7 and Table 2 compare placebo with 50%/100% lowering across intervention years and sample sizes; Discussion states a conditional causal interpretation and cautions about unmodeled mechanisms; supplement link could not be retrieved.","Methods define 442 amyloid-positive ADNI participants/2,781 observations, irregular multimodal data, four coupled latent disease components, Gaussian decoders, and intervention simulation; Results figures compare natural history with 50%/100% amyloid lowering over intervention times and long disease-course trajectories; Discussion explicitly bounds conclusions as hypothetical model-based scenarios."
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,frozen_external_validation,unclear,no,"Action evidence is strong because dose and timing are explicitly perturbed against natural progression. Causal evidence remains partial: effects are generated from assumed ODE structure without treatment-confounding identification. Independent-cohort validation concerns disease severity rather than intervention response, and frozen status was not verifiable because the supplement was inaccessible. No code or hazard model.","The paper defines a clear no-treatment versus dose/timing intervention contrast, but no treated outcomes identify that contrast. Causal evidence is therefore partial: confounding, empirical overlap, and treatment-effect validation are unavailable. Long trajectories are generated, but performance degradation is not reported at multiple rollout horizons. No code, trained parameters, formal calibration, or safety model was found.","PMC8168944 Methods: 442-person ADNI cohort, latent ODE and intervention definition; Figs. 3-7 and Table 2 compare placebo with 50%/100% lowering across intervention years and sample sizes; Discussion states a conditional causal interpretation and cautions about unmodeled mechanisms; supplement link could not be retrieved.","Methods define 442 amyloid-positive ADNI participants/2,781 observations, irregular multimodal data, four coupled latent disease components, Gaussian decoders, and intervention simulation; Results figures compare natural history with 50%/100% amyloid lowering over intervention times and long disease-course trajectories; Discussion explicitly bounds conclusions as hypothetical model-based scenarios."
MWM-XB6F8EC5868,Simulating the outcome of amyloid treatments in Alzheimer's disease from imaging and clinical data.,closed_loop_evaluation,simulation,offline,"Action evidence is strong because dose and timing are explicitly perturbed against natural progression. Causal evidence remains partial: effects are generated from assumed ODE structure without treatment-confounding identification. Independent-cohort validation concerns disease severity rather than intervention response, and frozen status was not verifiable because the supplement was inaccessible. No code or hazard model.","The paper defines a clear no-treatment versus dose/timing intervention contrast, but no treated outcomes identify that contrast. Causal evidence is therefore partial: confounding, empirical overlap, and treatment-effect validation are unavailable. Long trajectories are generated, but performance degradation is not reported at multiple rollout horizons. No code, trained parameters, formal calibration, or safety model was found.","PMC8168944 Methods: 442-person ADNI cohort, latent ODE and intervention definition; Figs. 3-7 and Table 2 compare placebo with 50%/100% lowering across intervention years and sample sizes; Discussion states a conditional causal interpretation and cautions about unmodeled mechanisms; supplement link could not be retrieved.","Methods define 442 amyloid-positive ADNI participants/2,781 observations, irregular multimodal data, four coupled latent disease components, Gaussian decoders, and intervention simulation; Results figures compare natural history with 50%/100% amyloid lowering over intervention times and long disease-course trajectories; Discussion explicitly bounds conclusions as hypothetical model-based scenarios."
MWM-X009A6E0F91,Towards Causality-Aware Inferring: A Sequential Discriminative Approach for Medical Diagnosis.,dynamics_evidence,2,1,"The method plans sequential inquiries in a simulator and defines individual potential symptom responses, but does not identify effects on real clinical outcomes. Cross-dataset transfer uses semantic remapping and is not frozen. Bootstrap confidence drives stopping without formal calibration; conservative stopping and human override are discussed without a clinical harm/severity test.","The closed loop is a short patient-simulator dialogue, not live clinical use. Matching and intervention-inspired masking address two observed inquiry biases but do not specify a causal treatment estimand or complete identification assumptions. Confidence thresholds and limited query budgets are safety-adjacent, not an explicit hazard test. Cross-dataset/OOD evidence is useful but not frozen institutional validation.","arXiv:2003.06534v5 pp. 1-10, Tables 1-7 and Figs. 7-10 report counterfactual-answer metrics, closed-loop diagnosis, ablations, OOD and cross-dataset transfer; Appendix pp. 11-19 gives potential-outcome assumptions, training, human evaluation and limitations; CAMAD code is public.","Methods define MZ (586/142; 66 symptoms/4 diseases) and DX (423/104; 41 symptoms/5 diseases), propensity latent matching, progressive assurance inquiry/diagnosis, Ptrain-to-Pall OOD evaluation, 1/3-symptom inquiry budgets, five-fold analysis, and five seeds; Results include matching/masking ablations, sequential diagnostic success, OOD comparisons, and six-physician blinded evaluation; official CAMAD repository provides code."
MWM-X009A6E0F91,Towards Causality-Aware Inferring: A Sequential Discriminative Approach for Medical Diagnosis.,action_evidence,1,2,"The method plans sequential inquiries in a simulator and defines individual potential symptom responses, but does not identify effects on real clinical outcomes. Cross-dataset transfer uses semantic remapping and is not frozen. Bootstrap confidence drives stopping without formal calibration; conservative stopping and human override are discussed without a clinical harm/severity test.","The closed loop is a short patient-simulator dialogue, not live clinical use. Matching and intervention-inspired masking address two observed inquiry biases but do not specify a causal treatment estimand or complete identification assumptions. Confidence thresholds and limited query budgets are safety-adjacent, not an explicit hazard test. Cross-dataset/OOD evidence is useful but not frozen institutional validation.","arXiv:2003.06534v5 pp. 1-10, Tables 1-7 and Figs. 7-10 report counterfactual-answer metrics, closed-loop diagnosis, ablations, OOD and cross-dataset transfer; Appendix pp. 11-19 gives potential-outcome assumptions, training, human evaluation and limitations; CAMAD code is public.","Methods define MZ (586/142; 66 symptoms/4 diseases) and DX (423/104; 41 symptoms/5 diseases), propensity latent matching, progressive assurance inquiry/diagnosis, Ptrain-to-Pall OOD evaluation, 1/3-symptom inquiry budgets, five-fold analysis, and five seeds; Results include matching/masking ablations, sequential diagnostic success, OOD comparisons, and six-physician blinded evaluation; official CAMAD repository provides code."
MWM-X009A6E0F91,Towards Causality-Aware Inferring: A Sequential Discriminative Approach for Medical Diagnosis.,action_agnostic_comparator,no,yes,"The method plans sequential inquiries in a simulator and defines individual potential symptom responses, but does not identify effects on real clinical outcomes. Cross-dataset transfer uses semantic remapping and is not frozen. Bootstrap confidence drives stopping without formal calibration; conservative stopping and human override are discussed without a clinical harm/severity test.","The closed loop is a short patient-simulator dialogue, not live clinical use. Matching and intervention-inspired masking address two observed inquiry biases but do not specify a causal treatment estimand or complete identification assumptions. Confidence thresholds and limited query budgets are safety-adjacent, not an explicit hazard test. Cross-dataset/OOD evidence is useful but not frozen institutional validation.","arXiv:2003.06534v5 pp. 1-10, Tables 1-7 and Figs. 7-10 report counterfactual-answer metrics, closed-loop diagnosis, ablations, OOD and cross-dataset transfer; Appendix pp. 11-19 gives potential-outcome assumptions, training, human evaluation and limitations; CAMAD code is public.","Methods define MZ (586/142; 66 symptoms/4 diseases) and DX (423/104; 41 symptoms/5 diseases), propensity latent matching, progressive assurance inquiry/diagnosis, Ptrain-to-Pall OOD evaluation, 1/3-symptom inquiry budgets, five-fold analysis, and five seeds; Results include matching/masking ablations, sequential diagnostic success, OOD comparisons, and six-physician blinded evaluation; official CAMAD repository provides code."
MWM-X009A6E0F91,Towards Causality-Aware Inferring: A Sequential Discriminative Approach for Medical Diagnosis.,explicit_causal_estimand,yes,no,"The method plans sequential inquiries in a simulator and defines individual potential symptom responses, but does not identify effects on real clinical outcomes. Cross-dataset transfer uses semantic remapping and is not frozen. Bootstrap confidence drives stopping without formal calibration; conservative stopping and human override are discussed without a clinical harm/severity test.","The closed loop is a short patient-simulator dialogue, not live clinical use. Matching and intervention-inspired masking address two observed inquiry biases but do not specify a causal treatment estimand or complete identification assumptions. Confidence thresholds and limited query budgets are safety-adjacent, not an explicit hazard test. Cross-dataset/OOD evidence is useful but not frozen institutional validation.","arXiv:2003.06534v5 pp. 1-10, Tables 1-7 and Figs. 7-10 report counterfactual-answer metrics, closed-loop diagnosis, ablations, OOD and cross-dataset transfer; Appendix pp. 11-19 gives potential-outcome assumptions, training, human evaluation and limitations; CAMAD code is public.","Methods define MZ (586/142; 66 symptoms/4 diseases) and DX (423/104; 41 symptoms/5 diseases), propensity latent matching, progressive assurance inquiry/diagnosis, Ptrain-to-Pall OOD evaluation, 1/3-symptom inquiry budgets, five-fold analysis, and five seeds; Results include matching/masking ablations, sequential diagnostic success, OOD comparisons, and six-physician blinded evaluation; official CAMAD repository provides code."
