audit_id,route,title,abstract,authors,year,publication_date,venue,doi,arxiv_id,url,record_type,sources,query_labels,source_status,original_exclusion_reason,reviewer_c_decision,reviewer_c_corpus_type,reviewer_c_reason_code,reviewer_c_rationale,reviewer_d_decision,reviewer_d_corpus_type,reviewer_d_reason_code,reviewer_d_rationale,final_decision,final_corpus_type,final_reason_code,resolution_route,adjudication_rationale
ALT-daca74f7c431,fresh_alternate_public_search,"Erotic cue exposure increases physiological arousal, biases choices toward immediate rewards, and attenuates model-based reinforcement learning.","Computational psychiatry focuses on identifying core cognitive processes that appear altered across distinct psychiatric disorders. Temporal discounting of future rewards and model-based control during reinforcement learning have proven as two promising candidates. Despite its trait-like stability, temporal discounting may be at least partly under contextual control. Highly arousing cues were shown to increase discounting, although evidence to date remains somewhat mixed. Whether model-based reinforcement learning is similarly affected by arousing cues remains unclear. Here, we tested cue-reactivity effects (erotic pictures) on subsequent temporal discounting and model-based reinforcement learning in a within-subjects design in n = 39 healthy heterosexual male participants. Self-reported and physiological arousal (cardiac activity and pupil dilation) were assessed before and during cue exposure. Arousal was increased during exposure of erotic versus neutral cues both on the subjective and autonomic level. Erotic cue exposure increased discounting as reflected by more impatient choices. Hierarchical drift diffusion modeling (DDM) linked increased discounting to a shift in the starting point bias of evidence accumulation toward immediate options. Model-based control during reinforcement learning was reduced following erotic cues according to model-agnostic analysis. Notably, DDM linked this effect to attenuated forgetting rates of unchosen options, leaving the model-based control parameter unchanged. Our findings replicate previous work on cue-reactivity effects in temporal discounting and for the first time show similar effects in model-based reinforcement learning in a heterosexual male sample. This highlights how environmental cues can impact core human decision processes and reveal that comprehensive modeling approaches can yield novel insights in reward-based decision processes.",David Mathar; Annika Wiebe; Deniz Tuzsus; Kilian Knauth; Jan Peters,2023,2023,Psychophysiology,10.1111/psyp.14381,,https://pubmed.ncbi.nlm.nih.gov/37435973/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,"The study tests physiologically modulated model-based reinforcement learning, directly evaluating transition-based planning control in humans.",exclude,not_applicable,no_future_or_action_evaluation,"The erotic cue exposure increases physiological arousal biases choices immediate rewards study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",exclude,not_applicable,wrong_domain,reviewer_consensus,A: Models reward learning in healthy participants after erotic cues; does not model a medical or biomedical health state. B: The modeled system is outside the review’s substantive medical or biomedical scope.
ALT-3620e85be32e,fresh_alternate_public_search,"Erotic cue exposure increases physiological arousal, biases choices towards immediate rewards and attenuates model-based reinforcement learning","Computational psychiatry focuses on identifying core cognitive processes that appear altered across a broad range of psychiatric disorders. Temporal discounting of future rewards and model-based control during reinforcement learning have proven as two promising candidates. Despite its trait-like stability, temporal discounting has been suggested to be at least partly under contextual control. For example, highly arousing cues such as erotic pictures were shown to increase discounting, although overall evidence to date remains somewhat mixed. Whether model-based reinforcement learning is similarly affected by arousing cues is unclear. Here we tested cue-reactivity effects (erotic pictures) on subsequent temporal discounting and model-based reinforcement learning in a within-subjects design in n=39 healthy male participants. Self-reported and physiological arousal (cardiac activity and pupil dilation) were assessed before and during cue exposure. Arousal was increased during exposure of erotic vs. neutral cues both on the subjective and autonomic level. Erotic cue exposure nominally increased discounting as reflected by reduced choices of delayed options. Hierarchical drift diffusion modeling (DDM) linked increased discounting to a shift in the starting point bias of evidence accumulation towards immediate options. Model-based control during reinforcement learning was reduced following erotic cues according to model-agnostic analysis. Notably, DDM linked this effect to attenuated forgetting rates of unchosen options, leaving the model-based control parameter unchanged. Our findings replicate previous work on cue-reactivity effects in temporal discounting and for the first time show similar effects in model-based reinforcement learning. Our results highlight how environmental cues can impact core human decision processes and reveal that comprehensive drift diffusion modeling approaches can yield novel insights in reward-based decision processes.","Mathar D, Wiebe A, Tuzsus D, Knauth K, Peters J.",2022,2022-09-06,,10.1101/2022.09.04.506507,,https://europepmc.org/article/PPR/PPR540247,,europe_pmc,europe_pmc_core,indexed,,include,empirical,include_empirical,"The study tests physiologically modulated model-based reinforcement learning, directly evaluating transition-based planning control in humans.",exclude,not_applicable,no_future_or_action_evaluation,"The erotic cue exposure increases physiological arousal biases choices immediate rewards study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",exclude,not_applicable,duplicate_publication,reviewer_consensus,A: Preprint reports the same behavioral study as row 74; superseded by the peer-reviewed journal article. B: This is an earlier or less complete publication version of the retained study.
ALT-ba03c9107843,fresh_alternate_public_search,Fictive Learning in Model-based Reinforcement Learning by Generalized Reward Prediction Errors,"Abstract Reinforcement learning (RL) is a normative computational framework to account for reward-based learning. However, widely used RL models, including Q-learning and its variants, fail to capture some key behavioral phenomena observed in animal experiments, particularly the dynamic switch between model-free and model-based control in the two-step task. A fundamental discrepancy is that learning is restricted to experienced outcomes in the models, whereas biological agents may generalize learning to unvisited options based on internal world models, so-called fictive learning. We propose a simple, brain-inspired fictive learning rule and conduct the rodent two-step task to examine whether fictive learning could explain the observed behavior. The learning rule uses a generalized reward prediction error to update both experienced and non-encountered states and actions. The factual prediction error is scaled by the event correlation inferred from the internal model for fictive update. The generalized reward prediction error might be supported by brain-wide dopaminergic broadcasting. Through simulations, we show that this model reproduces key behavioral traits in the two-step task, including stay probabilities and regression analysis, which common RL models fail to explain. Model fitting validates its superior fit over existing alternatives. Furthermore, the model replicates dopaminergic dynamics observed in the same task. This framework bridges normative RL theory and biological learning, offering new insights into adaptive behavior.",Jianning Chen; Masakazu Taira; Kenji Doya,2025,2025,openRxiv,10.1101/2025.06.12.659433,,https://doi.org/10.1101/2025.06.12.659433,posted-content,crossref,"""model-based reinforcement learning"" medical;""model-based reinforcement learning"" surgical",registered,,include,empirical,include_empirical,The fitted internal model learns action-outcome correlations and reproduces rodent behavior and dopaminergic dynamics through simulation.,exclude,not_applicable,no_future_or_action_evaluation,"The fictive learning reinforcement learning by generalized reward prediction errors study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",exclude,not_applicable,wrong_domain,reviewer_consensus,A: Models fictive reinforcement learning in a rodent task; the modeled state is behavioral learning rather than health dynamics. B: The modeled system is outside the review’s substantive medical or biomedical scope.
ALT-48d786c52a2b,fresh_alternate_public_search,Foot digital twin and in silico clinical applications,,Enrique Morales Orcajo; Andrea Stenti,2023,2023,Digital Human Modeling and Medicine,10.1016/b978-0-12-823913-1.00004-x,,https://doi.org/10.1016/b978-0-12-823913-1.00004-x,book-chapter,crossref,"""clinical digital twin"" intervention",registered,,uncertain,not_applicable,insufficient_abstract,The relevant digital-twin title lacks an abstract needed to determine learned dynamics and direct capability evaluation.,uncertain,review,insufficient_abstract,"The foot digital twin silico clinical applications title plausibly denotes a medical world-model review, but the missing abstract does not establish its primary scope.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,"The chapter reviews foot modeling and in-silico applications, with biomechanical and geometric simulation rather than learned medical state transitions as the central evidence."
ALT-f31edb288d07,fresh_alternate_public_search,Forum on immune digital twins: a meeting report.,"Medical digital twins are computational models of human biology relevant to a given medical condition, which are tailored to an individual patient, thereby predicting the course of disease and individualized treatments, an important goal of personalized medicine. The immune system, which has a central role in many diseases, is highly heterogeneous between individuals, and thus poses a major challenge for this technology. In February 2023, an international group of experts convened for two days to discuss these challenges related to immune digital twins. The group consisted of clinicians, immunologists, biologists, and mathematical modelers, representative of the interdisciplinary nature of medical digital twin development. A video recording of the entire event is available. This paper presents a synopsis of the discussions, brief descriptions of ongoing digital twin projects at different stages of progress. It also proposes a 5-year action plan for further developing this technology. The main recommendations are to identify and pursue a small number of promising use cases, to develop stimulation-specific assays of immune function in a clinical setting, and to develop a database of existing computational immune models, as well as advanced modeling technology and infrastructure.",Reinhard Laubenbacher; Fred Adler; Gary An; Filippo Castiglione; Stephen Eubank; Luis L Fonseca; James Glazier; Tomas Helikar; Marti Jett-Tilton; Denise Kirschner; Paul Macklin; Borna Mehrad; Beth Moore; Virginia Pasour; Ilya Shmulevich; Amber Smith; Isabel Voigt; Thomas E Yankeelov; Tjalf Ziemssen,2024,2024,NPJ systems biology and applications,10.1038/s41540-024-00345-5,,https://pubmed.ncbi.nlm.nih.gov/38365857/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,review,include_review,"This meeting synthesis maps immune digital-twin projects, translational challenges, and a five-year development agenda.",exclude,not_applicable,review_not_primary,This review centers on forum immune digital twins meeting report rather than evaluated medical learned world-model dynamics as its primary subject.,exclude,not_applicable,no_primary_empirical_evaluation,reviewer_consensus,"A: Is a meeting report and action plan on immune twins; does not provide a primary dynamics evaluation. B: This review, viewpoint, or meeting report does not substantially synthesize evaluated learned medical dynamic simulators."
ALT-d0134a879a2c,fresh_alternate_public_search,From digital twins to clinically trustworthy twins: a clinical-claim-based validation framework for personalized digital health.,"Digital twins are increasingly presented as a computational foundation for personalized and preventive medicine, because they promise to integrate multimodal data into dynamic representations of patients, organs, diseases, or care pathways. Yet the translational maturity of medical digital twins remains limited. Many systems labelled as digital twins are still digital models, digital shadows, descriptive simulations, or prediction tools whose clinical claims exceed the evidence provided for calibration, uncertainty, transportability, causal validity, or real-world utility. This Perspective argues that the next bottleneck for digital twins in health is not model complexity but clinical trustworthiness. The main contribution of this Perspective is a claim-to-evidence typology that links the evidentiary burden of a digital twin to the clinical claim it makes, rather than to its computational architecture alone. This approach connects individual-level multimodal modelling with epidemiology, prediction science, causal inference, and implementation science. This article outlines a staged framework that distinguishes descriptive, predictive, counterfactual, interventional, and population-health clinical claims made by systems labelled or proposed as digital twins, each associated with a distinct evidentiary threshold. This article further proposes that validation should integrate verification, calibration, external and temporal validation, uncertainty quantification, fairness assessment, target trial emulation where causal claims are made, and post-deployment monitoring. Without such methodological discipline, digital twins may remain sophisticated but clinically fragile simulations. Conversely, population-calibrated and prospectively evaluated digital twins could become a robust infrastructure for personalized prevention, adaptive treatment, and learning health systems.",Vallée A.,2026,2026-08-03,,10.3389/fdgth.2026.1908794,,https://europepmc.org/article/MED/42609424,,europe_pmc,europe_pmc_core,indexed,,include,review,include_review,This medical digital-twin perspective contributes a clinical-claim taxonomy and staged validation framework.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for digital twins clinically trustworthy twins clinical claim validation personalized digital, including prediction, simulation, or intervention use.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,This perspective proposes claim-matched validation standards for future trustworthy twins; it is neither a primary dynamics study nor a substantial review of evaluated learned simulators.
ALT-ae68eb54e309,fresh_alternate_public_search,Frontoparietal network activity during model-based reinforcement learning updates is reduced among adolescents with severe sexual abuse.,"Trauma and trauma-related disorders are characterized by impaired learning processes, including reinforcement learning (RL). Identifying which aspects of learning are altered by trauma is critical endeavor, as this may reveal key mechanisms of impairment and potential intervention targets. There are at least two types of RL that have been delineated using computational modeling: model-free and model-based RL. Although these RL processes differentially predict decision-making behavior, most research has examined the impact of trauma on model-free RL. Currently unclear whether model-based RL, which involves building abstract and nuanced representations of stimulus-outcome relationships, is impaired among individuals with a history of trauma. The present study sought to test the hypothesis of impaired model-based RL among adolescent females exposed to assaultive trauma. Participants (n = 60; 29 without a history of assault and 31 with a history of assault with and without PTSD) completed a three-arm bandit task during fMRI acquisition. Two computational models compared the degree to which participants' task behavior fit the use of a model-free versus model-based RL strategy. Although a history of assaultive trauma did not predict poorer model-based RL, greater sexual abuse severity predicted less use of model-based compared to model-free RL. Additionally, severe sexual abuse predicted less left frontoparietal network encoding of model-based RL updates. Altered model-based RL, which supports goal-directed behavior, may be an important route through which clinical impairment emerges among individuals with a history of severe sexual abuse and should be examined further in future studies.",Allison M Letkiewicz; Amy L Cochran; Josh M Cisler,2022,2022,Journal of psychiatric research,10.1016/j.jpsychires.2020.10.046,,https://pubmed.ncbi.nlm.nih.gov/33199053/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,A fitted model-based reinforcement-learning system evaluates action-outcome representations in a clinically relevant trauma cohort.,exclude,not_applicable,no_learned_dynamics,The frontoparietal network activity during reinforcement learning updates is reduced among record does not describe a learned temporal or action-conditioned medical dynamics model.,exclude,not_applicable,wrong_domain,third_full_text_adjudication,The modeled transitions are reinforcement-learning beliefs during a laboratory decision task; the study measures neural correlates in an abuse-exposed cohort rather than medical or physiological system dynamics.
ALT-04d5c0ebe6f3,fresh_alternate_public_search,Gambling Environment Exposure Increases Temporal Discounting but Improves Model-Based Control in Regular Slot-Machine Gamblers.,"Gambling disorder is a behavioral addiction that negatively impacts personal finances, work, relationships and mental health. In this pre-registered study ( https://osf.io/5ptz9/?view_only=62956a2afcd1495984db4be18c54b50a ) we investigated the impact of real-life gambling environments on two computational markers of addiction, temporal discounting and model-based reinforcement learning. Gambling disorder is associated with increased temporal discounting and reduced model-based learning. Regular gamblers (n = 30, DSM-5 score range 3-9) performed both tasks in a neutral (café) and a gambling-related environment (slot-machine venue) in counterbalanced order. Data were modeled using drift diffusion models for temporal discounting and reinforcement learning via hierarchical Bayesian estimation. Replicating previous findings, gamblers discounted rewards more steeply in the gambling-related context. This effect was positively correlated with gambling related cognitive distortions (pre-registered analysis). In contrast to our pre-registered hypothesis, model-based reinforcement learning was improved in the gambling context. Here we show that temporal discounting and model-based reinforcement learning are modulated in opposite ways by real-life gambling cue exposure. Results challenge aspects of habit theories of addiction, and reveal that laboratory-based computational markers of psychopathology are under substantial contextual control.",Ben Wagner; David Mathar; Jan Peters,2022,2022,"Computational psychiatry (Cambridge, Mass.)",10.5334/cpsy.84,,https://pubmed.ncbi.nlm.nih.gov/38774777/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,empirical,include_empirical,Model-based reinforcement learning evaluates action-conditioned control changes among gamblers across real-world contexts.,exclude,not_applicable,no_learned_dynamics,The gambling environment exposure increases temporal discounting but improves control regular study is an ordinary prognostic or static prediction analysis without a learned rollout mechanism.,exclude,not_applicable,wrong_domain,reviewer_consensus,A: Studies gambling-context effects on reinforcement learning; does not model a substantive medical state. B: The modeled system is outside the review’s substantive medical or biomedical scope.
ALT-e36be08e8db3,fresh_alternate_public_search,Generative morphodynamic forecasting enables robust zero-shot volumetric medical segmentation.,"Video foundation models show strong potential for interactive volumetric medical image parsing but can suffer from memory drift when applied directly to 3D medical volumes with severe, patient-specific topological changes. In the evaluated settings, standard reactive memory architectures and geometric prompts provide limited guidance for newly appearing, fragmented, or low-contrast structures, which can lead to accumulated segmentation errors. To mitigate this issue, we introduce a generative anticipatory framework that augments reactive tracking with morphological forecasting. By combining the semantic reasoning of large language models with the continuous latent dynamics of neural stochastic differential equations, our approach forecasts plausible anatomical trajectories. We propose an uncertainty-guided dual-stream memory architecture to integrate these forecasted priors with noisy visual evidence. This mechanism uses predictive spatial variance to balance empirical visual observations and forecasted priors, improving topological consistency under challenging imaging conditions in our benchmarks. We further formulate human-in-the-loop interactive corrections via Bayesian state resetting, translating expert interventions into more efficient volumetric correction. Evaluations across diverse clinical datasets show strong training-free generalization, improved robustness to morphodynamic variation, and higher interactive efficiency among the evaluated methods. These results suggest a promising uncertainty-aware direction for promptable volumetric medical segmentation.",Duwei Dai; Caixia Dong; Guowei Dai; Xiaoli Li; Fan Liu; Xu Yang; Bowen Qin; Qingsen Yan,2026,2026,Medical image analysis,10.1016/j.media.2026.104180,,https://pubmed.ncbi.nlm.nih.gov/42385278/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,exclude,empirical,no_future_or_action_evaluation,"Forecasted latent priors are evaluated only through segmentation performance, not future-state or rollout accuracy.",include,empirical,include_empirical,The generative morphodynamic forecasting enables robust zero shot volumetric medical segmentation study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,exclude,not_applicable,no_future_or_action_evaluation,third_full_text_adjudication,"Morphodynamic generation is used to support zero-shot segmentation, and evaluation measures segmentation performance rather than fidelity of real future anatomical trajectories or intervention response."
ALT-1a4671bd7258,fresh_alternate_public_search,Graph representation forecasting of patient’s medical conditions: towards a digital twin,"A bstract Objective Modern medicine needs to shift from a wait and react, curative discipline to a preventative, interdisciplinary science aiming at providing personalised, systemic and precise treatment plans to patients. The aim of this work is to present how the integration of machine learning approaches with mechanistic computational modelling could yield a reliable infrastructure to run probabilistic simulations where the entire organism is considered as a whole. Methods We propose a general framework that composes advanced AI approaches and integrates mathematical modelling in order to provide a panoramic view over current and future physiological conditions. The proposed architecture is based on a graph neural network (GNNs) forecasting clinically relevant endpoints (such as blood pressure) and a generative adversarial network (GANs) providing a proof of concept of transcriptomic integrability. Results We show the results of the investigation of pathological effects of overexpression of ACE2 across different signalling pathways in multiple tissues on cardiovascular functions. We provide a proof of concept of integrating a large set of composable clinical models using molecular data to drive local and global clinical parameters and derive future trajectories representing the evolution of the physiological state of the patient. Significance We argue that the graph representation of a computational patient has potential to solve important technological challenges in integrating multiscale computational modelling with AI. We believe that this work represents a step forward towards a healthcare digital twin.",Pietro Barbiero; Ramon Viñas Torné; Pietro Lió,2020,2020,openRxiv,10.1101/2020.09.19.20197764,,https://doi.org/10.1101/2020.09.19.20197764,posted-content,crossref,"""medical digital twin"" trajectory",registered,,include,empirical,include_empirical,The GNN-based healthcare digital twin derives future physiological trajectories and demonstrates them in simulated clinical models.,include,empirical,include_empirical,The graph representation forecasting patient s medical conditions digital twin study learns or calibrates temporal dynamics and directly evaluates intervention-conditioned rollouts or planning outcomes.,exclude,not_applicable,duplicate_publication,third_full_text_adjudication,This medRxiv version is superseded by the complete peer-reviewed graph-forecasting digital-twin article.
ALT-46fd7430b78a,fresh_alternate_public_search,Graph-Enhanced Management-Context-Aware Multi-Step Forecasting of Hourly Sensor-Derived Physiological and Behavioral Indicators in Hu Sheep,"Forecasting sensor-derived animal-state indicators can provide forward-looking information for precision sheep farming, but sheep responses are shaped by their barn environment, previous state, and routine operations. We developed Graph-Enhanced Contextual Long-Range Forecasting for Sheep Farming (GCL-Sheep), a management-context-aware model for multi-step forecasting of active duration, rumination duration, feeding duration, intense exercise duration, and body temperature in Hu sheep. The study used monitoring records from 115 Hu sheep in two farms and three barns, covering monitoring campaigns from March 2024 to December 2025. After domain screening and preprocessing, the data were organized into five farm–season–barn domains, containing approximately 325,000 usable hourly records and 304,000 supervised samples. Barn environmental records, individual physiological/behavioral measurements, and management-operation data were aligned to hourly sequences. GCL-Sheep combines Cross-Variable Graph Construction, hierarchical management-context prefixes, and long-context temporal modeling. For the representative in-domain active-duration forecasting task at the 12 h horizon (H=12), GCL-Sheep reduced the mean absolute error and root-mean-square error by 20.0% and 19.2%, respectively, compared with the second-best baseline, and improved the coefficient of determination by 0.079. In Leave-One-Domain-Out evaluation for active-duration forecasting at H=12, it achieved an average coefficient of determination of 0.792, and few-shot target-domain fine-tuning further improved accuracy. A 96 h historical window achieved the best balance between accuracy and temporal coverage. These results indicate promising retrospective multi-step forecasting performance and suggest that sensor-based animal-state forecasting may provide decision-support information for inspection scheduling and environmental management in sheep farms; however, welfare-threshold-based early-warning and intervention effects still require prospective field validation.",Maoxu Wang; Zhixin Gu,2026,2026,Animals,10.3390/ani16111670,,https://doi.org/10.3390/ani16111670,journal-article,crossref,"""physiological trajectory"" forecasting",registered,,include,empirical,include_empirical,A learned long-context model directly evaluates multi-step forecasts of physiological and behavioral animal states.,exclude,not_applicable,no_future_or_action_evaluation,"The graph enhanced management context aware multi step forecasting hourly sensor study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",exclude,not_applicable,wrong_domain,reviewer_consensus,A: Forecasts farm-sheep behavior and physiology; the application is livestock management rather than medicine. B: The modeled system is outside the review’s substantive medical or biomedical scope.
ALT-f7c03f16c952,fresh_alternate_public_search,Healthcare cyberspace: medical cyber physical system in digital twin,,Vani Rajasekar; K. Sathya,2022,2022,Digital Twin Technologies for Healthcare 4.0,10.1049/pbhe046e_ch7,,https://doi.org/10.1049/pbhe046e_ch7,book-chapter,crossref,"""medical digital twin"" trajectory",registered,,uncertain,not_applicable,insufficient_abstract,The broad healthcare digital-twin title cannot establish learned dynamics or empirical rollout evaluation without an abstract.,exclude,not_applicable,no_learned_dynamics,"The healthcare cyberspace medical cyber physical system digital twin record describes a static, conceptual, or mechanistic twin without learned temporal transitions.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,The chapter describes a medical cyber-physical architecture and digital-twin concepts without a primary learned-dynamics evaluation or substantial evidence synthesis.
ALT-3ab5d5dbce77,fresh_alternate_public_search,IDDF2023-ABS-0192 Multi-omics landscape of disease progression characterized by an interpretable multimodal model vec3d,,Hui Tang; Tao Zeng,2023,2023,Clinical Gastroenterology,10.1136/gutjnl-2023-iddf.203,,https://doi.org/10.1136/gutjnl-2023-iddf.203,proceedings-article,crossref,"""disease progression model"" generative intervention",registered,,uncertain,empirical,insufficient_abstract,The relevant-looking multimodal progression title lacks details about temporal dynamics and rollout evaluation.,exclude,not_applicable,no_future_or_action_evaluation,"The iddf2023 abs 0192 multi omics landscape disease progression characterized by study analyzes or reconstructs dynamics but does not directly evaluate future states, actions, rollouts, or planning.",exclude,not_applicable,no_primary_empirical_evaluation,third_full_text_adjudication,"Only a conference abstract is available, without sufficient methods and results to verify a learned multimodal transition model or operational future-state evaluation."
ALT-e1af18d97abc,fresh_alternate_public_search,Medical digital twins: enabling precision medicine and medical artificial intelligence.,"The notion of medical digital twins is gaining popularity both within the scientific community and among the general public; however, much of the recent enthusiasm has occurred in the absence of a consensus on their fundamental make-up. Digital twins originate in the field of engineering, in which a constantly updating virtual copy enables analysis, simulation, and prediction of a real-world object or process. In this Health Policy paper, we evaluate this concept in the context of medicine and outline five key components of the medical digital twin: the patient, data connection, patient-in-silico, interface, and twin synchronisation. We consider how various enabling technologies in multimodal data, artificial intelligence, and mechanistic modelling will pave the way for clinical adoption and provide examples pertaining to oncology and diabetes. We highlight the role of data fusion and the potential of merging artificial intelligence and mechanistic modelling to address the limitations of either the AI or the mechanistic modelling approach used independently. In particular, we highlight how the digital twin concept can support the performance of large language models applied in medicine and its potential to address health-care challenges. We believe that this Health Policy paper will help to guide scientists, clinicians, and policy makers in creating medical digital twins in the future and translating this promising new paradigm from theory into clinical practice.",Christoph Sadée; Stefano Testa; Thomas Barba; Katherine Hartmann; Maximilian Schuessler; Alexander Thieme; George M Church; Ifeoma Okoye; Tina Hernandez-Boussard; Leroy Hood; Ilya Shmulevich; Ellen Kuhl; Olivier Gevaert,2025,2025,The Lancet. Digital health,10.1016/j.landig.2025.02.004,,https://pubmed.ncbi.nlm.nih.gov/40518342/,journal-article,europe_pmc;pubmed,europe_pmc_core;pubmed_core,indexed,,include,review,include_review,"Defines medical digital-twin components and synthesizes enabling technologies, clinical examples, and translation challenges.",include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for medical digital twins enabling precision medicine medical artificial intelligence, including prediction, simulation, or intervention use.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,This broad medical-digital-twin review emphasizes precision-medicine concepts and enabling technologies rather than a central synthesis of evaluated learned transition systems.
ALT-e81d9308267a,fresh_alternate_public_search,Medical sensor network and machine learning-enabled digital twins for diagnostic and therapeutic purposes,,Md. AFROZ; Emmanuel Nyawende,2025,2025,Blockchain and Digital Twin for Smart Healthcare,10.1016/b978-0-443-30300-5.00009-9,,https://doi.org/10.1016/b978-0-443-30300-5.00009-9,book-chapter,crossref,"""medical digital twin"" trajectory",registered,,uncertain,not_applicable,insufficient_abstract,The relevant-looking title lacks details needed to assess learned dynamics and therapeutic-response evaluation.,exclude,not_applicable,no_learned_dynamics,"The medical sensor network machine learning enabled digital twins diagnostic therapeutic record describes a static, conceptual, or mechanistic twin without learned temporal transitions.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,The book chapter surveys sensor networks and machine learning for diagnostic and therapeutic twins without substantial synthesis of learned dynamics evaluations.
ALT-654a209caf98,fresh_alternate_public_search,Model-informed Clinical Trial Design for Autosomal Dominant Tubulointerstitial Kidney Disease: Integrating Disease Progression and Trial Simulation,,Shyam Ramesh; Mark Rogge; Jongjin Kim; Sanghoon Kang; Kendrah Kidd; Adrienne Williams; Julie Roignot; Katherine Blakeslee; Anthony Bleyer; Sarah Kim,2026,2026,Model-informed Clinical Trial Design for Autosomal Dominant Tubulointerstitial Kidney Disease: Integrating Disease Progression and Trial Simulation,10.70534/tixj4043,,https://doi.org/10.70534/tixj4043,proceedings-article,crossref,"""disease progression model"" generative intervention",registered,,exclude,empirical,no_learned_dynamics,"Title describes disease-progression and clinical-trial simulation, an excluded model-informed trial-design application.",uncertain,empirical,insufficient_abstract,"The informed clinical trial design autosomal dominant tubulointerstitial kidney disease integrating title plausibly denotes learned medical dynamics, but the missing abstract does not establish direct future or action evaluation.",exclude,not_applicable,duplicate_publication,third_full_text_adjudication,This conference record is a less complete version of the retained full article on ADTKD disease-progression and clinical-trial simulation.
ALT-95bfe14c6a9e,fresh_alternate_public_search,"Modeling and Remodeling the Cell: How Digital Twins and HCMV Can Elucidate the Complex Interactions of Viral Latency, Epigenetic Regulation, and Immune Responses.","Purpose of review Human cytomegalovirus (HCMV), while asymptomatic in most, causes significant complications during fetal development, following transplant or in immunosuppressed individuals. The host-virus interactions regulating viral latency and reactivation and viral control of the cellular environment (immune regulation, differentiation, epigenetics) are highly complex. Understanding these processes is essential to controlling infection and can be leveraged as a novel approach for understanding basic cell biology. Recent findings Immune digital twins (IDTs) are digital simulations integrating knowledge of human immunology, physiology, and patient-specific clinical data to predict individualized immune responses and targeted treatments. Recent studies used IDTs to elucidate mechanisms of T cells, dendritic cells, and epigenetic control-all key to HCMV biology. Summary Here, we discuss how leveraging the unique biology of HCMV and IDTs will clarify immune response dynamics, host-virus interactions, and viral latency and reactivation and serve as a powerful IDT-validation platform for individualized and holistic health management.","McMahon-Cole H, Johnson A, Sadat Aghamiri S, Helikar T, Crawford LB.",2023,2023-07-29,,10.1007/s40588-023-00201-w,,https://europepmc.org/article/MED/37901689,,europe_pmc,europe_pmc_core,indexed,,exclude,review,review_not_primary,Reviews HCMV biology and proposes immune digital twins without a world-model taxonomy or evidence synthesis.,include,review,include_review,"This review primarily synthesizes dynamic medical digital twins for remodeling cell how digital twins hcmv can elucidate complex interactions, including prediction, simulation, or intervention use.",exclude,not_applicable,review_not_primary,third_full_text_adjudication,"The HCMV article is a conceptual review of viral latency and digital-twin possibilities, dominated by mechanistic biology rather than evaluated learned transition systems."
ALT-bf194e895160,fresh_alternate_public_search,Modeling Disease Progression with Generative Time Series Models: A New Approach to Complex Disease Trajectories,,B. Abisha; V. Sheeja Kumari; V. Suresh Kumar; Wilfred N.R. Blessing,2025,2025,Advances in Deep Generative Models for Healthcare and Medical Applications,10.1201/9781003602088-5,,https://doi.org/10.1201/9781003602088-5,book-chapter,crossref,"""disease progression model"" generative intervention",registered,,uncertain,not_applicable,insufficient_abstract,"The title suggests generative disease trajectories, but no abstract establishes rollout or transition-model evaluation.",uncertain,empirical,insufficient_abstract,"The disease progression generative time series complex disease trajectories title plausibly denotes learned medical dynamics, but the missing abstract does not establish direct future or action evaluation.",exclude,not_applicable,inaccessible_full_text,third_full_text_adjudication,"The book-chapter record identifies generative time-series disease modeling, but sufficient stable primary text was unavailable to verify its review scope, methods, or evaluated dynamics."
